股票代码,年度,股票简称,证券交易所,中小企业板标示
600138,2010,中青旅,SH,0
600139,2003,ST鼎天,SH,0
600139,2004,ST绵高新,SH,0
600139,2006,*ST绵高,SH,0
600139,2007,*ST绵高,SH,0
600139,2008,ST绵高,SH,0
600139,2009,西部资源,SH,0
600139,2011,西部资源,SH,0
600141,2002,兴发集团,SH,0
600141,2003,兴发集团,SH,0
600141,2004,兴发集团,SH,0
600141,2005,兴发集团,SH,0
600141,2006,兴发集团,SH,0
600141,2007,兴发集团,SH,0
600141,2009,兴发集团,SH,0
600141,2010,兴发集团,SH,0
600143,2006,金发科技,SH,0
600143,2009,金发科技,SH,0
600145,2002,四维瓷业,SH,0
600145,2003,四维瓷业,SH,0
600145,2004,四维瓷业,SH,0
600145,2005,四维瓷业,SH,0
600145,2006,四维瓷业,SH,0
600145,2007,四维控股,SH,0
600145,2009,*ST四维,SH,0
600145,2010,*ST四维,SH,0
600146,2002,大元股份,SH,0
600146,2005,G*ST大,SH,0
600146,2006,大元股份,SH,0
600146,2007,大元股份,SH,0
600146,2008,大元股份,SH,0
600148,2002,离合器,SH,0
600148,2003,长春一东,SH,0
600148,2004,长春一东,SH,0
600148,2005,长春一东,SH,0
600148,2006,长春一东,SH,0
600148,2007,长春一东,SH,0
600148,2008,长春一东,SH,0
600148,2009,长春一东,SH,0
600148,2010,长春一东,SH,0
600149,2002,邢台轧辊,SH,0
600149,2003,邢台轧辊,SH,0
600149,2004,华夏建通,SH,0
600149,2005,华夏建通,SH,0
600149,2006,华夏建通,SH,0
600149,2007,华夏建通,SH,0
600149,2008,华夏建通,SH,0
600149,2009,*ST建通,SH,0
600149,2010,*ST建通,SH,0
600150,2002,沪东重机,SH,0
600150,2003,沪东重机,SH,0
600150,2004,沪东重机,SH,0
600150,2005,G重机,SH,0
600150,2006,沪东重机,SH,0
600150,2007,中国船舶,SH,0
600150,2009,中国船舶,SH,0
600150,2010,中国船舶,SH,0
600151,2002,航天机电,SH,0
600151,2003,航天机电,SH,0
600151,2004,航天机电,SH,0
600151,2005,G航天,SH,0
600151,2006,航天机电,SH,0
600151,2007,航天机电,SH,0
600151,2009,航天机电,SH,0
600151,2010,航天机电,SH,0
600152,2002,维科精华,SH,0
600152,2003,维科精华,SH,0
600152,2004,维科精华,SH,0
600152,2005,维科精华,SH,0
600152,2006,维科精华,SH,0
600152,2008,维科精华,SH,0
600152,2009,维科精华,SH,0
600152,2011,维科精华,SH,0
600153,2002,厦门建发,SH,0
600153,2003,厦门建发,SH,0
600153,2004,建发股份,SH,0
600153,2005,建发股份,SH,0
600153,2006,建发股份,SH,0
600153,2007,建发股份,SH,0
600153,2008,建发股份,SH,0
600153,2009,建发股份,SH,0
600153,2010,建发股份,SH,0
600155,2002,宝硕股份,SH,0
600155,2003,宝硕股份,SH,0
600155,2004,宝硕股份,SH,0
600155,2005,G宝硕,SH,0
600155,2006,*ST宝硕,SH,0
600155,2007,*ST宝硕,SH,0
600155,2008,*ST宝硕,SH,0
600155,2009,*ST宝硕,SH,0
600155,2010,*ST宝硕,SH,0
600156,2002,益鑫泰,SH,0
600156,2003,ST鑫泰,SH,0
600156,2004,ST鑫泰,SH,0
600156,2005,华升股份,SH,0
600156,2006,华升股份,SH,0
600156,2007,华升股份,SH,0
600156,2008,华升股份,SH,0
600156,2009,华升股份,SH,0
600156,2010,华升股份,SH,0
600157,2003,鲁润股份,SH,0
600157,2004,鲁润股份,SH,0
600157,2006,S鲁润,SH,0
600157,2008,鲁润股份,SH,0
600157,2009,鲁润股份,SH,0
600157,2010,永泰能源,SH,0
600158,2002,中体产业,SH,0
600158,2004,中体产业,SH,0
600158,2005,中体产业,SH,0
600158,2006,中体产业,SH,0
600158,2007,中体产业,SH,0
600158,2009,中体产业,SH,0
600158,2011,中体产业,SH,0
600159,2006,大龙地产,SH,0
600159,2007,大龙地产,SH,0
600159,2008,大龙地产,SH,0
600159,2009,大龙地产,SH,0
600159,2010,大龙地产,SH,0
600160,2002,巨化股份,SH,0
600160,2003,巨化股份,SH,0
600160,2004,巨化股份,SH,0
600160,2005,G巨化,SH,0
600160,2006,巨化股份,SH,0
600160,2007,巨化股份,SH,0
600160,2009,巨化股份,SH,0
600160,2011,巨化股份,SH,0
600161,2002,天坛生物,SH,0
600161,2003,天坛生物,SH,0
600161,2004,天坛生物,SH,0
600161,2005,天坛生物,SH,0
600161,2006,天坛生物,SH,0
600161,2009,天坛生物,SH,0
600161,2011,天坛生物,SH,0
600162,2002,山东临工,SH,0
600162,2003,山东临工,SH,0
600162,2004,香江控股,SH,0
600162,2005,香江控股,SH,0
600162,2006,香江控股,SH,0
600162,2009,香江控股,SH,0
600162,2010,香江控股,SH,0
600163,2002,福建南纸,SH,0
600163,2003,福建南纸,SH,0
600163,2004,福建南纸,SH,0
600163,2005,福建南纸,SH,0
600163,2006,福建南纸,SH,0
600163,2007,福建南纸,SH,0
600163,2009,福建南纸,SH,0
600163,2011,福建南纸,SH,0
600165,2002,宁夏恒力,SH,0
600165,2003,宁夏恒力,SH,0
600165,2004,宁夏恒力,SH,0
600165,2005,G宁恒力,SH,0
600165,2006,宁夏恒力,SH,0
600165,2007,宁夏恒力,SH,0
600165,2008,宁夏恒力,SH,0
600165,2009,宁夏恒力,SH,0
600165,2010,宁夏恒力,SH,0
600166,2002,福田汽车,SH,0
600166,2003,福田汽车,SH,0
600166,2004,福田汽车,SH,0
600166,2005,福田汽车,SH,0
600166,2006,福田汽车,SH,0
600166,2007,福田汽车,SH,0
600166,2009,福田汽车,SH,0
600166,2011,福田汽车,SH,0
600167,2002,ST沈新开,SH,0
600167,2003,沈阳新开,SH,0
600167,2004,沈阳新开,SH,0
600167,2005,沈阳新开,SH,0
600167,2006,沈阳新开,SH,0
600167,2007,联美控股,SH,0
600167,2008,联美控股,SH,0
600167,2009,联美控股,SH,0
600167,2010,联美控股,SH,0
600168,2003,武汉控股,SH,0
600168,2004,武汉控股,SH,0
600168,2005,G武控,SH,0
600168,2006,武汉控股,SH,0
600168,2007,武汉控股,SH,0
600168,2009,武汉控股,SH,0
600168,2011,武汉控股,SH,0
600169,2002,太原重工,SH,0
600169,2003,太原重工,SH,0
600169,2004,太原重工,SH,0
600169,2005,G太重,SH,0
600169,2006,太原重工,SH,0
600169,2007,太原重工,SH,0
600169,2009,太原重工,SH,0
600169,2010,太原重工,SH,0
600170,2002,上海建工,SH,0
600170,2003,上海建工,SH,0
600170,2004,上海建工,SH,0
600170,2005,G建工,SH,0
600170,2006,上海建工,SH,0
600170,2007,上海建工,SH,0
600170,2008,上海建工,SH,0
600170,2009,上海建工,SH,0
600170,2011,上海建工,SH,0
600171,2002,上海贝岭,SH,0
600171,2003,上海贝岭,SH,0
600171,2004,上海贝岭,SH,0
600171,2005,G贝岭,SH,0
600171,2006,上海贝岭,SH,0
600171,2007,上海贝岭,SH,0
600171,2009,上海贝岭,SH,0
600171,2010,上海贝岭,SH,0
600172,2002,黄河旋风,SH,0
600172,2003,黄河旋风,SH,0
600172,2004,黄河旋风,SH,0
600172,2005,G旋风,SH,0
600172,2006,黄河旋风,SH,0
600172,2007,黄河旋风,SH,0
600172,2009,黄河旋风,SH,0
600172,2011,黄河旋风,SH,0
600173,2002,牡丹江,SH,0
600173,2003,牡丹江,SH,0
600173,2004,牡丹江,SH,0
600173,2005,牡丹江,SH,0
600173,2006,S*ST丹江,SH,0
600173,2007,ST卧龙,SH,0
600173,2009,卧龙地产,SH,0
600173,2010,卧龙地产,SH,0
600175,2002,美都控股,SH,0
600175,2003,美都控股,SH,0
600175,2004,美都控股,SH,0
600175,2005,G美都,SH,0
600175,2006,美都控股,SH,0
600175,2007,美都控股,SH,0
600175,2008,美都控股,SH,0
600175,2009,美都控股,SH,0
600175,2010,美都控股,SH,0
600176,2002,中国化建,SH,0
600176,2003,中国化建,SH,0
600176,2004,中国玻纤,SH,0
600176,2005,中国玻纤,SH,0
600176,2006,中国玻纤,SH,0
600176,2007,中国玻纤,SH,0
600176,2008,中国玻纤,SH,0
600176,2009,中国玻纤,SH,0
600176,2011,中国玻纤,SH,0
600177,2002,雅戈尔,SH,0
600177,2003,雅戈尔,SH,0
600177,2004,雅戈尔,SH,0
600177,2005,雅戈尔,SH,0
600177,2006,雅戈尔,SH,0
600177,2007,雅戈尔,SH,0
600177,2009,雅戈尔,SH,0
600177,2011,雅戈尔,SH,0
600178,2002,东安动力,SH,0
600178,2003,东安动力,SH,0
600178,2004,东安动力,SH,0
600178,2005,东安动力,SH,0
600178,2006,东安动力,SH,0
600178,2007,东安动力,SH,0
600178,2008,东安动力,SH,0
600178,2009,东安动力,SH,0
600178,2010,东安动力,SH,0
600179,2002,黑化股份,SH,0
600179,2003,黑化股份,SH,0
600179,2004,黑化股份,SH,0
600179,2005,黑化股份,SH,0
600179,2006,黑化股份,SH,0
600179,2007,黑化股份,SH,0
600179,2008,黑化股份,SH,0
600179,2009,*ST黑化,SH,0
600179,2011,*ST黑化,SH,0
600180,2002,九发股份,SH,0
600180,2003,九发股份,SH,0
600180,2004,九发股份,SH,0
600180,2005,G九发,SH,0
600180,2006,九发股份,SH,0
600180,2008,*ST九发,SH,0
600181,2003,云大科技,SH,0
600181,2006,S*ST云大,SH,0
600182,2002,桦林轮胎,SH,0
600182,2003,ST桦林,SH,0
600182,2004,ST桦林,SH,0
600182,2005,佳通轮胎,SH,0
600182,2006,S佳通,SH,0
600182,2007,S佳通,SH,0
600182,2009,S佳通,SH,0
600182,2011,S佳通,SH,0
600183,2002,生益科技,SH,0
600183,2003,生益科技,SH,0
600183,2004,生益科技,SH,0
600183,2005,G生益,SH,0
600183,2006,生益科技,SH,0
600183,2007,生益科技,SH,0
600183,2008,生益科技,SH,0
600183,2009,生益科技,SH,0
600183,2011,生益科技,SH,0
600184,2003,新华光,SH,0
600184,2004,新华光,SH,0
600184,2005,新华光,SH,0
600184,2006,新华光,SH,0
600184,2007,新华光,SH,0
600184,2008,新华光,SH,0
600184,2009,新华光,SH,0
600184,2010,光电股份,SH,0
600185,2002,海星科技,SH,0
600185,2003,海星科技,SH,0
600185,2004,海星科技,SH,0
600185,2005,海星科技,SH,0
600185,2006,海星科技,SH,0
600185,2007,海星科技,SH,0
600185,2008,*ST海星,SH,0
600185,2009,*ST海星,SH,0
600185,2010,格力地产,SH,0
600186,2002,莲花味精,SH,0
600186,2003,莲花味精,SH,0
600186,2004,莲花味精,SH,0
600186,2005,莲花味精,SH,0
600186,2006,莲花味精,SH,0
600186,2007,莲花味精,SH,0
600186,2008,莲花味精,SH,0
600186,2009,莲花味精,SH,0
600186,2010,莲花味精,SH,0
600187,2002,黑龙股份,SH,0
600187,2003,黑龙股份,SH,0
600187,2004,*ST黑龙,SH,0
600187,2006,S*ST黑龙,SH,0
600187,2007,S*ST黑龙,SH,0
600187,2008,ST黑龙,SH,0
600187,2009,ST国中,SH,0
600187,2011,国中水务,SH,0
600188,2002,兖州煤业,SH,0
600188,2003,兖州煤业,SH,0
600188,2004,兖州煤业,SH,0
600188,2005,G兖煤,SH,0
600188,2006,兖州煤业,SH,0
600188,2007,兖州煤业,SH,0
600188,2008,兖州煤业,SH,0
600188,2009,兖州煤业,SH,0
600188,2010,兖州煤业,SH,0
600189,2002,吉林森工,SH,0
600189,2003,吉林森工,SH,0
600189,2004,吉林森工,SH,0
600189,2005,G森工,SH,0
600189,2006,吉林森工,SH,0
600189,2007,吉林森工,SH,0
600189,2008,吉林森工,SH,0
600189,2009,吉林森工,SH,0
600189,2010,吉林森工,SH,0
600190,2002,ST锦州港,SH,0
600190,2003,ST锦州港,SH,0
600190,2004,锦州港,SH,0
600190,2005,锦州港,SH,0
600190,2006,锦州港,SH,0
600190,2007,锦州港,SH,0
600190,2009,锦州港,SH,0
600190,2010,锦州港,SH,0
600191,2002,华资实业,SH,0
600191,2003,华资实业,SH,0
600191,2004,华资实业,SH,0
600191,2005,G华资,SH,0
600191,2006,华资实业,SH,0
600191,2007,华资实业,SH,0
600191,2008,华资实业,SH,0
600191,2009,华资实业,SH,0
600191,2010,华资实业,SH,0
600192,2002,长城电工,SH,0
600192,2003,长城电工,SH,0
600192,2004,长城电工,SH,0
600192,2005,长城电工,SH,0
600192,2006,长城电工,SH,0
600192,2007,长城电工,SH,0
600192,2009,长城电工,SH,0
600192,2011,长城电工,SH,0
600193,2002,创兴科技,SH,0
600193,2003,创兴科技,SH,0
600193,2004,创兴科技,SH,0
600193,2005,G创兴,SH,0
600193,2006,创兴科技,SH,0
600193,2007,创兴置业,SH,0
600193,2008,创兴置业,SH,0
600193,2009,创兴置业,SH,0
600193,2010,创兴置业,SH,0
600195,2002,中牧股份,SH,0
600195,2003,中牧股份,SH,0
600195,2004,中牧股份,SH,0
600195,2005,中牧股份,SH,0
600195,2006,中牧股份,SH,0
600195,2007,中牧股份,SH,0
600195,2008,中牧股份,SH,0
600195,2009,中牧股份,SH,0
600195,2011,中牧股份,SH,0
600196,2002,复星实业,SH,0
600196,2003,复星实业,SH,0
600196,2004,复星医药,SH,0
600196,2005,复星医药,SH,0
600196,2006,复星医药,SH,0
600196,2007,复星医药,SH,0
600196,2008,复星医药,SH,0
600196,2009,复星医药,SH,0
600196,2011,复星医药,SH,0
600197,2002,伊力特,SH,0
600197,2003,伊力特,SH,0
600197,2004,伊力特,SH,0
600197,2005,伊力特,SH,0
600197,2006,伊力特,SH,0
600197,2007,伊力特,SH,0
600197,2008,伊力特,SH,0
600197,2009,伊力特,SH,0
600197,2011,伊力特,SH,0
600198,2002,大唐电信,SH,0
600198,2003,大唐电信,SH,0
600198,2004,大唐电信,SH,0
600198,2005,大唐电信,SH,0
600198,2006,大唐电信,SH,0
600198,2007,*ST大唐,SH,0
600198,2009,大唐电信,SH,0
600198,2011,大唐电信,SH,0
600199,2002,金牛实业,SH,0
600199,2003,金牛实业,SH,0
600199,2004,*ST金牛,SH,0
600199,2005,*ST金牛,SH,0
600199,2006,ST金种子,SH,0
600199,2007,金种子酒,SH,0
600199,2008,金种子酒,SH,0
600199,2009,金种子酒,SH,0
600199,2010,金种子酒,SH,0
600200,2002,江苏吴中,SH,0
600200,2003,江苏吴中,SH,0
600200,2004,江苏吴中,SH,0
600200,2005,G吴中,SH,0
600200,2006,江苏吴中,SH,0
600200,2007,江苏吴中,SH,0
600200,2009,江苏吴中,SH,0
600200,2010,江苏吴中,SH,0
600201,2003,金宇集团,SH,0
600201,2005,金宇集团,SH,0
600201,2006,金宇集团,SH,0
600201,2009,金宇集团,SH,0
600202,2002,哈空调,SH,0
600202,2003,哈空调,SH,0
600202,2004,哈空调,SH,0
600202,2005,哈空调,SH,0
600202,2006,哈空调,SH,0
600202,2007,哈空调,SH,0
600202,2008,哈空调,SH,0
600202,2009,哈空调,SH,0
600202,2011,哈空调,SH,0
600203,2002,福日股份,SH,0
600203,2003,福日股份,SH,0
600203,2004,ST福日,SH,0
600203,2005,ST福日,SH,0
600203,2006,福日电子,SH,0
600203,2007,福日电子,SH,0
600203,2009,福日电子,SH,0
600203,2010,*ST福日,SH,0
600205,2002,山东铝业,SH,0
600205,2003,山东铝业,SH,0
600205,2004,山东铝业,SH,0
600205,2005,山东铝业,SH,0
600205,2006,S山东铝,SH,0
600206,2002,有研硅股,SH,0
600206,2003,有研硅股,SH,0
600206,2004,有研硅股,SH,0
600206,2005,有研硅股,SH,0
600206,2006,有研硅股,SH,0
600206,2007,有研硅股,SH,0
600206,2009,有研硅股,SH,0
600206,2011,有研硅股,SH,0
600207,2002,安彩高科,SH,0
600207,2003,安彩高科,SH,0
600207,2004,安彩高科,SH,0
600207,2005,安彩高科,SH,0
600207,2006,安彩高科,SH,0
600207,2007,安彩高科,SH,0
600207,2008,ST安彩,SH,0
600207,2011,ST安彩,SH,0
600208,2004,中宝股份,SH,0
600208,2005,G中宝,SH,0
600208,2006,中宝股份,SH,0
600208,2007,新湖中宝,SH,0
600208,2008,新湖中宝,SH,0
600208,2011,新湖中宝,SH,0
600209,2002,罗顿发展,SH,0
600209,2003,罗顿发展,SH,0
600209,2004,罗顿发展,SH,0
600209,2005,罗顿发展,SH,0
600209,2006,*ST罗顿,SH,0
600209,2007,ST罗顿,SH,0
600209,2008,罗顿发展,SH,0
600209,2009,罗顿发展,SH,0
600209,2010,*ST罗顿,SH,0
600210,2002,紫江企业,SH,0
600210,2003,紫江企业,SH,0
600210,2004,紫江企业,SH,0
600210,2006,紫江企业,SH,0
600210,2007,紫江企业,SH,0
600210,2008,紫江企业,SH,0
600210,2009,紫江企业,SH,0
600210,2010,紫江企业,SH,0
600211,2002,西藏药业,SH,0
600211,2003,西藏药业,SH,0
600211,2004,西藏药业,SH,0
600211,2005,西藏药业,SH,0
600211,2006,S藏药业,SH,0
600211,2007,西藏药业,SH,0
600211,2009,西藏药业,SH,0
600212,2002,江泉实业,SH,0
600212,2003,江泉实业,SH,0
600212,2004,江泉实业,SH,0
600212,2005,江泉实业,SH,0
600212,2006,江泉实业,SH,0
600212,2007,江泉实业,SH,0
600212,2008,*ST江泉,SH,0
600212,2009,江泉实业,SH,0
600212,2011,江泉实业,SH,0
600213,2002,亚星客车,SH,0
600213,2003,亚星客车,SH,0
600213,2004,*ST亚星,SH,0
600213,2005,*ST亚星,SH,0
600213,2006,S*ST亚星,SH,0
600213,2007,ST亚星,SH,0
600213,2008,亚星客车,SH,0
600213,2009,亚星客车,SH,0
600213,2010,亚星客车,SH,0
600215,2002,长春经开,SH,0
600215,2003,长春经开,SH,0
600215,2004,长春经开,SH,0
600215,2005,长春经开,SH,0
600215,2006,长春经开,SH,0
600215,2007,长春经开,SH,0
600215,2008,长春经开,SH,0
600215,2009,长春经开,SH,0
600215,2010,长春经开,SH,0
600216,2002,浙江医药,SH,0
600216,2003,浙江医药,SH,0
600216,2004,浙江医药,SH,0
600216,2005,G浙医药,SH,0
600216,2006,浙江医药,SH,0
600216,2007,浙江医药,SH,0
600216,2008,浙江医药,SH,0
600216,2009,浙江医药,SH,0
600217,2002,秦岭水泥,SH,0
600217,2003,秦岭水泥,SH,0
600217,2004,秦岭水泥,SH,0
600217,2005,秦岭水泥,SH,0
600217,2006,秦岭水泥,SH,0
600217,2007,*ST秦岭,SH,0
600217,2008,ST秦岭,SH,0
600217,2009,*ST秦岭,SH,0
600217,2011,*ST秦岭,SH,0
600218,2002,全柴动力,SH,0
600218,2003,全柴动力,SH,0
600218,2004,全柴动力,SH,0
600218,2005,G全柴,SH,0
600218,2006,全柴动力,SH,0
600218,2007,全柴动力,SH,0
600218,2008,全柴动力,SH,0
600218,2009,全柴动力,SH,0
600218,2010,全柴动力,SH,0
600219,2002,南山实业,SH,0
600219,2003,南山实业,SH,0
600219,2004,南山实业,SH,0
600219,2005,南山实业,SH,0
600219,2006,南山铝业,SH,0
600219,2007,南山铝业,SH,0
600219,2008,南山铝业,SH,0
600219,2009,南山铝业,SH,0
600219,2010,南山铝业,SH,0
600220,2002,江苏阳光,SH,0
600220,2003,江苏阳光,SH,0
600220,2004,江苏阳光,SH,0
600220,2005,江苏阳光,SH,0
600220,2006,江苏阳光,SH,0
600220,2007,江苏阳光,SH,0
600220,2009,江苏阳光,SH,0
600220,2011,江苏阳光,SH,0
600221,2002,海南航空,SH,0
600221,2003,海南航空,SH,0
600221,2004,海南航空,SH,0
600221,2005,海南航空,SH,0
600221,2006,海南航空,SH,0
600221,2007,海南航空,SH,0
600221,2008,海南航空,SH,0
600221,2009,海南航空,SH,0
600221,2011,海南航空,SH,0
600222,2002,竹林众生,SH,0
600222,2003,竹林众生,SH,0
600222,2004,竹林众生,SH,0
600222,2005,太龙药业,SH,0
600222,2006,太龙药业,SH,0
600222,2007,太龙药业,SH,0
600222,2009,太龙药业,SH,0
600222,2010,太龙药业,SH,0
600223,2002,万杰高科,SH,0
600223,2003,万杰高科,SH,0
600223,2004,万杰高科,SH,0
600223,2005,G万杰,SH,0
600223,2006,*ST万杰,SH,0
600223,2007,ST万杰,SH,0
600223,2008,ST万杰,SH,0
600223,2009,ST鲁置业,SH,0
600223,2011,鲁商置业,SH,0
600225,2002,天香集团,SH,0
600225,2003,天香集团,SH,0
600225,2004,天香集团,SH,0
600225,2005,*ST天香,SH,0
600225,2006,S*ST天香,SH,0
600225,2007,S*ST天香,SH,0
600225,2008,S*ST天香,SH,0
600225,2009,ST松江,SH,0
600225,2010,天津松江,SH,0
600226,2002,升华拜克,SH,0
600226,2003,升华拜克,SH,0
600226,2004,升华拜克,SH,0
600226,2005,G拜克,SH,0
600226,2006,升华拜克,SH,0
600226,2007,升华拜克,SH,0
600226,2009,升华拜克,SH,0
600226,2010,升华拜克,SH,0
600227,2002,赤天化,SH,0
600227,2003,赤天化,SH,0
600227,2004,赤天化,SH,0
600227,2005,G赤天化,SH,0
600227,2006,赤天化,SH,0
600227,2007,赤天化,SH,0
600227,2008,赤天化,SH,0
600227,2009,赤天化,SH,0
600227,2010,赤天化,SH,0
600228,2002,昌九股份,SH,0
600228,2003,昌九生化,SH,0
600228,2004,昌九生化,SH,0
600228,2005,昌九生化,SH,0
600228,2006,昌九生化,SH,0
600228,2007,昌九生化,SH,0
600228,2008,昌九生化,SH,0
600228,2009,昌九生化,SH,0
600228,2010,昌九生化,SH,0
600229,2002,青岛碱业,SH,0
600229,2003,青岛碱业,SH,0
600229,2004,青岛碱业,SH,0
600229,2005,青岛碱业,SH,0
600229,2006,青岛碱业,SH,0
600229,2007,青岛碱业,SH,0
600229,2009,青岛碱业,SH,0
600229,2011,青岛碱业,SH,0
600230,2002,沧州大化,SH,0
600230,2003,沧州大化,SH,0
600230,2004,沧州大化,SH,0
600230,2005,G沧大,SH,0
600230,2006,沧州大化,SH,0
600230,2007,沧州大化,SH,0
600230,2009,沧州大化,SH,0
600230,2011,沧州大化,SH,0
600231,2002,凌钢股份,SH,0
600231,2003,凌钢股份,SH,0
600231,2004,凌钢股份,SH,0
600231,2005,G凌钢,SH,0
600231,2006,凌钢股份,SH,0
600231,2007,凌钢股份,SH,0
600231,2008,凌钢股份,SH,0
600231,2009,凌钢股份,SH,0
600231,2011,凌钢股份,SH,0
600232,2002,金鹰股份,SH,0
600232,2003,金鹰股份,SH,0
600232,2004,金鹰股份,SH,0
600232,2005,G金鹰,SH,0
600232,2006,金鹰股份,SH,0
600232,2007,金鹰股份,SH,0
600232,2008,金鹰股份,SH,0
600232,2009,金鹰股份,SH,0
600232,2011,金鹰股份,SH,0
600233,2002,大连创世,SH,0
600233,2003,大连创世,SH,0
600233,2004,大连创世,SH,0
600233,2005,G大杨,SH,0
600233,2006,大杨创世,SH,0
600233,2007,大杨创世,SH,0
600233,2008,大杨创世,SH,0
600233,2009,大杨创世,SH,0
600233,2011,大杨创世,SH,0
600234,2003,ST天龙,SH,0
600234,2004,ST天龙,SH,0
600234,2005,ST天龙,SH,0
600234,2006,*ST天龙,SH,0
600234,2007,ST天龙,SH,0
600234,2008,*ST天龙,SH,0
600234,2009,*ST天龙,SH,0
600234,2010,ST天龙,SH,0
600235,2002,民丰特纸,SH,0
600235,2003,民丰特纸,SH,0
600235,2004,民丰特纸,SH,0
600235,2005,民丰特纸,SH,0
600235,2006,民丰特纸,SH,0
600235,2007,民丰特纸,SH,0
600235,2009,民丰特纸,SH,0
600235,2010,民丰特纸,SH,0
600236,2002,桂冠电力,SH,0
600236,2003,桂冠电力,SH,0
600236,2004,桂冠电力,SH,0
600236,2005,桂冠电力,SH,0
600236,2006,桂冠电力,SH,0
600236,2007,桂冠电力,SH,0
600236,2008,桂冠电力,SH,0
600236,2009,桂冠电力,SH,0
600236,2010,桂冠电力,SH,0
600237,2002,铜峰电子,SH,0
600237,2003,铜峰电子,SH,0
600237,2004,铜峰电子,SH,0
600237,2005,G铜峰,SH,0
600237,2006,铜峰电子,SH,0
600237,2007,铜峰电子,SH,0
600237,2009,铜峰电子,SH,0
600237,2011,铜峰电子,SH,0
600238,2006,海南椰岛,SH,0
600238,2007,海南椰岛,SH,0
600238,2008,海南椰岛,SH,0
600238,2009,海南椰岛,SH,0
600238,2010,海南椰岛,SH,0
600239,2005,红河光明,SH,0
600239,2007,云南城投,SH,0
600239,2008,云南城投,SH,0
600239,2009,云南城投,SH,0
600239,2010,云南城投,SH,0
600240,2002,仕奇实业,SH,0
600240,2003,仕奇实业,SH,0
600240,2004,ST仕奇,SH,0
600240,2006,华业地产,SH,0
600240,2007,华业地产,SH,0
600240,2008,华业地产,SH,0
600240,2009,华业地产,SH,0
600240,2010,华业地产,SH,0
600241,2002,辽宁时代,SH,0
600241,2003,辽宁时代,SH,0
600241,2004,辽宁时代,SH,0
600241,2005,G辽时代,SH,0
600241,2006,辽宁时代,SH,0
600241,2007,辽宁时代,SH,0
600241,2008,辽宁时代,SH,0
600241,2009,时代万恒,SH,0
600241,2011,时代万恒,SH,0
600242,2002,华龙集团,SH,0
600242,2003,华龙集团,SH,0
600242,2004,华龙集团,SH,0
600242,2007,S*ST华龙,SH,0
600242,2009,ST华龙,SH,0
600242,2011,ST华龙,SH,0
600243,2002,青海华鼎,SH,0
600243,2003,青海华鼎,SH,0
600243,2004,青海华鼎,SH,0
600243,2005,青海华鼎,SH,0
600243,2006,青海华鼎,SH,0
600243,2007,青海华鼎,SH,0
600243,2008,青海华鼎,SH,0
600243,2009,青海华鼎,SH,0
600243,2010,青海华鼎,SH,0
600246,2002,先锋股份,SH,0
600246,2003,先锋股份,SH,0
600246,2004,先锋股份,SH,0
600246,2005,先锋股份,SH,0
600246,2006,万通先锋,SH,0
600246,2007,万通地产,SH,0
600246,2008,万通地产,SH,0
600246,2010,万通地产,SH,0
600247,2002,物华股份,SH,0
600247,2003,物华股份,SH,0
600247,2004,物华股份,SH,0
600247,2005,G物华,SH,0
600247,2006,物华股份,SH,0
600247,2007,物华股份,SH,0
600247,2008,成城股份,SH,0
600247,2009,成城股份,SH,0
600247,2010,成城股份,SH,0
600248,2002,秦丰农业,SH,0
600248,2004,秦丰农业,SH,0
600248,2005,秦丰农业,SH,0
600248,2006,*ST秦丰,SH,0
600248,2007,*ST秦丰,SH,0
600248,2008,ST化建,SH,0
600248,2009,延长化建,SH,0
600248,2010,延长化建,SH,0
600249,2004,两面针,SH,0
600249,2005,两面针,SH,0
600249,2006,两面针,SH,0
600249,2007,两面针,SH,0
600249,2009,两面针,SH,0
600249,2010,两面针,SH,0
600250,2002,南纺股份,SH,0
600250,2003,南纺股份,SH,0
600250,2004,南纺股份,SH,0
600250,2005,南纺股份,SH,0
600250,2006,南纺股份,SH,0
600250,2007,南纺股份,SH,0
600250,2008,南纺股份,SH,0
600250,2009,南纺股份,SH,0
600250,2010,南纺股份,SH,0
600251,2003,冠农股份,SH,0
600251,2004,冠农股份,SH,0
600251,2005,冠农股份,SH,0
600251,2006,冠农股份,SH,0
600251,2009,冠农股份,SH,0
600251,2011,冠农股份,SH,0
600252,2002,梧州中恒,SH,0
600252,2003,中恒集团,SH,0
600252,2004,中恒集团,SH,0
600252,2005,中恒集团,SH,0
600252,2006,中恒集团,SH,0
600252,2008,中恒集团,SH,0
600252,2009,中恒集团,SH,0
600252,2010,中恒集团,SH,0
600253,2002,天方药业,SH,0
600253,2003,天方药业,SH,0
600253,2004,天方药业,SH,0
600253,2005,天方药业,SH,0
600253,2006,天方药业,SH,0
600253,2007,天方药业,SH,0
600253,2008,*ST天方,SH,0
600253,2009,*ST天方,SH,0
600253,2011,天方药业,SH,0
600255,2002,鑫科材料,SH,0
600255,2003,鑫科材料,SH,0
600255,2004,鑫科材料,SH,0
600255,2005,鑫科材料,SH,0
600255,2006,鑫科材料,SH,0
600255,2007,鑫科材料,SH,0
600255,2008,鑫科材料,SH,0
600255,2009,鑫科材料,SH,0
600255,2010,鑫科材料,SH,0
600256,2002,广汇股份,SH,0
600256,2003,广汇股份,SH,0
