股票代码,公司中文全称,公司英文全称,CSRC行业分类,GICS行业分类,公司注册地
2136,安徽安纳达钛业股份有限公司,"ANHUI ANNADA TITANIUM INDUSTRY CO.,LTD.",C43,151010,NA
2137,深圳市实益达科技股份有限公司,"SHENZHEN SEA STAR TECHNOLOGY CO., LTD.",C51,452030,NA
2138,深圳顺络电子股份有限公司,"Shenzhen Sunlord Electronics Co.,Ltd.",C51,452030,NA
2139,深圳市拓邦电子科技股份有限公司,"Shenzhen Topband Electronics & Technology Co., Ltd.",C55,452030,NA
2140,东华工程科技股份有限公司,"East China Engineering Science and Technology Co.,Ltd.",K20,201030,NA
2141,广东蓉胜超微线材股份有限公司,"GUANGDONG RONSEN SUPER MICRO-WIRE CO., LTD.",C51,201040,NA
2142,宁波银行股份有限公司,"BANK OF NINGBO CO., LTD",I01,401010,NA
2143,四川高金食品股份有限公司,NA,C01,302020,NA
2144,浙江宏达经编股份有限公司,"ZHEJIANG HONGDA WARP KNITTING CO.,LTD.",C11,252030,NA
2145,中核华原钛白股份有限公司,"CNNC HUA YUAN TITANIUM DIOXIDE CO., LTD",C43,151010,NA
2146,荣盛房地产发展股份有限公司,"RiseSun Real Estate Development Co.,Ltd.",J01,404030,NA
2147,马鞍山方圆回转支承股份有限公司,"Maanshan Fangyuan Slewing Ring CO., Ltd.",C71,201060,NA
2148,北京北纬通信科技股份有限公司,"BEIJING BEWINNER COMMUNICATIONS CO., LTD.",G85,501020,NA
2149,西部金属材料股份有限公司,WESTERN METAL MATERIALS CO. LTD.,C67,151040,NA
2150,江苏通润工具箱柜股份有限公司,"JIANGSU TONGRUN TOOL CABINET CO.,LTD.",C69,151040,NA
2151,北京北斗星通导航技术股份有限公司,"Beijing BDStar Navigation Co.,Ltd.",G81,201010,NA
2152,广州广电运通金融电子股份有限公司,"GRG Banking Equipment Co., Ltd.",C73,452020,NA
2153,北京中长石基信息技术股份有限公司,"Beijing Shiji Information Technology Co., Ltd.",G87,451010,NA
2154,浙江报喜鸟服饰股份有限公司,"ZHEJIANG BAOXINIAO GARMENT C0.,LTD.",C13,252030,NA
2155,湖南辰州矿业股份有限公司,"Chenzhou Mining Group Co., Ltd.",B07,151040,NA
2156,南通富士通微电子股份有限公司,"NANTONG FUJITSU MICROELECTRONICS CO.,LTD.",C51,453010,NA
2157,江西正邦科技股份有限公司,"JIANGXI ZHENGBANG TECHNOLOGY CO.,LTD.",C01,302020,NA
2158,上海汉钟精机股份有限公司,"SHANGHAI HANBELL PRECISE MACHINERY CO.,LTD.",C73,201060,NA
2159,武汉三特索道集团股份有限公司,"Wuhan Sante Cableways Group Co.,Ltd.",K34,253010,NA
2160,江苏常铝铝业股份有限公司,"Jiangsu Alcha Aluminum Co., Ltd.",C67,151040,NA
2161,深圳市远望谷信息技术股份有限公司,"Shenzhen Yuanwanggu Information Technology Joint Stock Co., Ltd",G81,452030,NA
2162,上海斯米克建筑陶瓷股份有限公司,"Shanghai CIMIC Tile Co., Ltd.",C61,151020,NA
2163,中航三鑫股份有限公司,NA,E05,201030,NA
2164,宁波东力传动设备股份有限公司,Ningbo Donly Transmission Equipment Co.，LTD,C71,201060,NA
2165,南京红宝丽股份有限公司,"Nanjing Hongbaoli Co.,Ltd",C43,151010,NA
2167,广东东方锆业科技股份有限公司,"GUANGDONG ORIENT ZIRCONIC IND SCI & TECH CO.,LTD.",C43,151040,NA
2168,深圳市惠程电气股份有限公司,"SHENZHEN HIFUTURE ELECTRIC CO.,LTD.",C76,201040,NA
2169,广州智光电气股份有限公司,"GUANGZHOU ZHIGUANG ELECTRIC CO.,LTD.",C76,201040,NA
2170,深圳市芭田生态工程股份有限公司,"SHENZHEN BATIAN ECOLOGICAL TECHNIQUE CO., LTD.",C43,151010,NA
2171,安徽精诚铜业股份有限公司,"Anhui Jingcheng Copper Share CO.,LTD.",C67,151040,NA
2172,江苏澳洋科技股份有限公司,Jiangsu Aoyang Technology Corporation Limited.,C47,151010,NA
2173,浙江山下湖珍珠集团股份有限公司,"Zhejiang Shanxiahu Pearl Group Co., LTD.",C99,252030,NA
2174,梅花伞业股份有限公司,SUSINO UMBRELLA CO.，LTD.,C99,252010,NA
2175,桂林广陆数字测控股份有限公司,"Guilin Guanglu Measuring Instrument Co., Ltd.",C78,201060,NA
2176,江西特种电机股份有限公司,"JIANGXI SPECIAL ELECTRIC MOTOR CO.,LTD",C76,201060,NA
2177,广州御银科技股份有限公司,Guangzhou KingTeller Technology Co. ，Ltd,C73,452020,NA
2178,上海延华智能科技股份有限公司,SHANGHAI YANHUA SMARTECH CO.，LTD.,K20,201030,NA
2179,中航光电科技股份有限公司,"China Aviation Optical-Electrical Technology Co., Ltd.",C51,452030,NA
2180,珠海万力达电气股份有限公司,Zhuhai Wanlida electric Co.，LTD.,C76,201060,NA
2181,广东九州阳光传媒股份有限公司,"Guangdong China Sunshine Media Co.,Ltd.",L,202010,NA
2182,南京云海特种金属股份有限公司,"NANJING YUNHAI SPECIAL METALS CO., LTD.",C67,151040,NA
2183,深圳市怡亚通供应链股份有限公司,Eternal Asia Supply Chain Management Ltd.,K99,202010,NA
2184,上海海得控制系统股份有限公司,Shanghai Hi-tech Control System Co.，Ltd,G87,201040,NA
2185,天水华天科技股份有限公司,"Tianshui Huatian Technology Co.,Ltd.",C51,453010,NA
2186,中国全聚德（集团）股份有限公司,CHINA QUANJUDE(GROUP) CO. LTD,K30,253010,NA
2187,广州市广百股份有限公司,"Guangzhou Grandbuy Co.,Ltd.",H11,255030,NA
2188,浙江新嘉联电子股份有限公司,"ZHEJIANG NEW JIALIAN ELECTRONICS CO.,LTD",C51,452030,NA
2189,利达光电股份有限公司,"Lida Optical & Electronic Co., Ltd.",C5,452030,NA
2190,四川成飞集成科技股份有限公司,SICHUAN CHENGFEI INTEGRATION TECHNOLOGY CORP.LTD,C75,201060,NA
2191,深圳劲嘉彩印集团股份有限公司,"SHENZHEN JINJIA COLOR PRINTING GROUP CO.,LTD.",C35,202010,NA
2192,广州路翔股份有限公司,"Guangzhou Luxiang Co.,LTD.",C43,151010,NA
2193,山东济宁如意毛纺织股份有限公司,"SHANDONG JINING RUYI WOOLEN TEXTILE Co.,Ltd.",C11,252030,NA
2194,武汉凡谷电子技术股份有限公司,"Wuhan Fingu Electronic Technology Co., LTD.",G81,452010,NA
2195,上海海隆软件股份有限公司,"SHANGHAI HYRON SOFTWARE Co., LTD.",G87,451030,NA
2196,浙江方正电机股份有限公司,"ZHEJIANG FOUNDER MOTOR CO., LTD.",C73,201060,NA
2197,深圳市证通电子股份有限公司,"Shenzhen Zhengtong Electronics CO.,LTD.",C73,452030,NA
2198,广东嘉应制药股份有限公司,"GUANGDONG JIAYING PHARMACEUTICAL CO., LTD.",C81,352020,NA
2199,浙江东晶电子股份有限公司,"ZHEJIANG EAST CRYSTAL ELECTRONIC CO., LTD.",C51,452030,NA
2200,云南绿大地生物科技股份有限公司,NA,A01,202010,NA
2201,江苏九鼎新材料股份有限公司,"JIANGSU JIUDING NEW MATERIAL CO., LTD.",C61,201020,NA
2202,新疆金风科技股份有限公司,"XINJIANG GOLDWIND SCIENCE&TECHNOLOGY CO.,LTD",C76,201040,NA
2203,浙江海亮股份有限公司,NA,C67,151040,NA
2204,大连华锐重工铸钢股份有限公司,NA,C71,201060,NA
2205,新疆国统管道股份有限公司,NA,C61,151020,NA
2206,浙江海利得新材料股份有限公司,NA,C47,151010,NA
2207,新疆准东石油技术股份有限公司,NA,B50,101010,NA
2208,合肥城建发展股份有限公司,NA,J01,404030,NA
2209,广州达意隆包装机械股份有限公司,NA,C73,201060,NA
2210,深圳市飞马国际供应链股份有限公司,NA,K,203010,NA
2211,江苏宏达新材料股份有限公司,NA,C43,151010,NA
2212,广东南洋电缆集团股份有限公司,NA,C76,201040,NA
2213,深圳市特尔佳科技股份有限公司,NA,C75,251010,NA
2214,浙江大立科技股份有限公司,NA,C57,452030,NA
2215,深圳诺普信农化股份有限公司,NA,C43,151010,NA
2216,郑州三全食品股份有限公司,NA,C03,302020,NA
2217,山东联合化工股份有限公司,NA,C43,151010,NA
2218,深圳市拓日新能源科技股份有限公司,NA,C57,452030,NA
2219,甘肃独一味生物制药股份有限公司,"Gansu Duyiwei Biological Pharmaceutical Co.,Ltd.",C81,352020,NA
2220,大连天宝绿色食品股份有限公司,NA,C01,302020,NA
2221,张家港东华能源股份有限公司,"ZHANGJIAGANG ORIENTAL ENERGY CO., LTD.",H03,101020,NA
2222,福建福晶科技股份有限公司,NA,C51,452030,NA
2223,江苏鱼跃医疗设备股份有限公司,NA,C73,351010,NA
2224,浙江三力士橡胶股份有限公司,NA,C48,151010,NA
2225,濮阳濮耐高温材料（集团）股份有限公司,"Puyang Refractories Group Co., Ltd",C61,151040,NA
2226,安徽江南化工股份有限公司,NA,C43,151010,NA
2227,深圳奥特迅电力设备股份有限公司,NA,C76,201040,NA
2228,厦门合兴包装印刷股份有限公司,"Xiamen Hexing Packaging Printing Co.,Ltd",C31,151030,NA
2229,福建鸿博印刷股份有限公司,FUJIAN HONGBO PRINTING CO.LTD.,C35,202010,NA
2230,安徽科大讯飞信息科技股份有限公司,"ANHUI USTC iFLYTEK CO.,LTD.",G87,451020,NA
2232,启明信息技术股份有限公司,NA,G87,451020,NA
2233,广东塔牌集团股份有限公司,"Guangdong Tapai Group Co., Ltd",C61,151020,NA
2234,山东民和牧业股份有限公司,SHANDONG MINHE ANIMAL HUSBANDRY CO.，LTD.,A05,302020,NA
2235,厦门安妮股份有限公司,NA,C31,151050,NA
2236,浙江大华技术股份有限公司,"Zhejiang Dahua Technology Co.,Ltd.",C57,452030,NA
2237,山东恒邦冶炼股份有限公司,NA,C67,151040,NA
2238,深圳市天威视讯股份有限公司,NA,L10,254010,NA
2239,江苏金飞达服装股份有限公司,"Jiangsu Kingfield Garments Co.,Ltd.",C13,252030,NA
2240,广东威华股份有限公司,Guangdong Weihua Corporation,C21,151050,NA
2241,歌尔声学股份有限公司,GoerTek Inc.,C51,452030,NA
2242,九阳股份有限公司,"Joyoung Co., Ltd",C76,252010,NA
2243,深圳市通产丽星股份有限公司,"Shenzhen Beautystar Co., Ltd",C49,151030,NA
2244,杭州滨江房产集团股份有限公司,"Hangzhou Binjiang Real Estate Group Co., Ltd.",J01,404030,NA
2245,江苏澳洋顺昌金属材料股份有限公司,NA,K,203010,NA
2246,四川北方硝化棉股份有限公司,SICHUAN NITROCELL CO.，LTD,C47,151010,NA
2247,浙江帝龙新材料股份有限公司,"Zhejiang Dilong New Material Co.,Ltd.",C99,151050,NA
2248,威海华东数控股份有限公司,NA,C71,201060,NA
2249,中山大洋电机股份有限公司,"ZHONGSHAN BROAD-OCEAN MOTOR CO.,LTD",C76,201060,NA
2250,联化科技股份有限公司,"LIANHE CHEMICAL TECHNOLOGY CO.,LTD.",C43,151010,NA
2251,步步高商业连锁股份有限公司,"Better Life Commercial Chain Share Co.,Ltd.",H11,301010,NA
2252,上海莱士血液制品股份有限公司,NA,C85,352010,NA
2253,四川川大智胜软件股份有限公司,NA,G87,451030,NA
2254,烟台氨纶股份有限公司,NA,C47,151010,NA
2255,苏州海陆重工股份有限公司,"Suzhou Hailu Heavy Industry Co., Ltd",C71,201040,NA
2256,深圳市彩虹精细化工股份有限公司,"SHENZHEN RAINBOW FINE CHEMICAL INDUSTRY CO.,LTD.",C43,151010,NA
2258,利尔化学股份有限公司,"Lier Chemical Co.,LTD.",C43,151010,NA
2259,四川升达林业产业股份有限公司,"SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD",C21,151050,NA
2260,广东伊立浦电器股份有限公司,"Guangdong Elecpro Electric Appliance Holding Co.,Ltd.",C76,252010,NA
2261,拓维信息系统股份有限公司,NA,G87,501020,NA
2262,江苏恩华药业股份有限公司,Jiangsu Nhwa Pharmaceutical Co.，LTD,H01,352020,NA
2263,浙江大东南包装股份有限公司,"Zhejiang Great Southeast Packaging Co.,Limited",C49,151010,NA
2264,福建新华都购物广场股份有限公司,NA,H11,301010,NA
2265,云南西仪工业股份有限公司,NA,C75,251010,NA
2266,浙江富春江水电设备股份有限公司,NA,C76,201040,NA
2267,陕西省天然气股份有限公司,"ShaanXi Provincial Natural Gas Co., Ltd.",D03,101020,NA
2268,成都卫士通信息产业股份有限公司,NA,G87,452020,NA
2269,上海美特斯邦威服饰股份有限公司,"Shanghai Metersbonwe Fashion and Accessories Co.,Ltd",H11,252030,NA
2270,山东法因数控机械股份有限公司,NA,C73,201060,NA
2271,北京东方雨虹防水技术股份有限公司,NA,C61,151010,NA
2272,四川川润股份有限公司,"SICHUAN CRUN CO., LTD",C71,201060,NA
2273,浙江水晶光电科技股份有限公司,"Zhejiang Quartz Crystal Optoelectronic Technology CO.,LTD(ZQCOT)",C51,452030,NA
2274,江苏华昌化工股份有限公司,"JIANGSU HUACHANG CHEMICAL CO., LTD",C43,151010,NA
2275,桂林三金药业股份有限公司,NA,C81,352020,NA
2276,浙江万马电缆股份有限公司,NA,C76,201040,NA
2277,家润多商业股份有限公司,NA,H11,255030,NA
2278,上海神开石油化工装备股份有限公司,NA,C73,101010,NA
2279,北京久其软件股份有限公司,NA,G87,451030,NA
2280,杭州新世纪信息技术股份有限公司,NA,G87,451030,NA
2281,武汉光迅科技股份有限公司,NA,G81,452010,NA
2282,博深工具股份有限公司,NA,C99,201060,NA
2283,天润曲轴股份有限公司,NA,C71,251010,NA
2284,浙江亚太机电股份有限公司,NA,C75,251010,NA
2285,深圳世联地产顾问股份有限公司,NA,J09,404030,NA
2286,保龄宝生物股份有限公司,NA,C03,302020,NA
2287,西藏奇正藏药股份有限公司,NA,C81,352020,NA
2288,广东超华科技股份有限公司,NA,C51,452030,NA
2289,深圳市宇顺电子股份有限公司,NA,C51,452030,NA
2290,苏州禾盛新型材料股份有限公司,NA,C99,151040,NA
2291,佛山星期六鞋业股份有限公司,NA,C14,252030,NA
2292,广东奥飞动漫文化股份有限公司,NA,C37,252020,NA
2293,罗莱家纺股份有限公司,NA,C11,252030,NA
2294,深圳信立泰药业股份有限公司,NA,C81,352020,NA
2295,广东精艺金属股份有限公司,NA,C67,151040,NA
2297,湖南博云新材料股份有限公司,NA,C7,151040,NA
2298,安徽鑫龙电器股份有限公司,NA,C76,201040,NA
2299,福建圣农发展股份有限公司,NA,A05,302020,NA
2300,福建南平太阳电缆股份有限公司,NA,C76,201040,NA
2301,深圳市齐心文具股份有限公司,NA,C37,202010,NA
2302,新疆西部建设股份有限公司,NA,C61,151020,NA
2303,深圳市美盈森环保科技股份有限公司,NA,C31,151030,NA
2304,江苏洋河酒厂股份有限公司,NA,C05,302010,NA
2305,武汉南国置业股份有限公司,NA,J01,404030,NA
2306,北京湘鄂情股份有限公司,NA,K30,253010,NA
2307,新疆北新路桥建设股份有限公司,NA,E01,201030,NA
2309,中利科技集团股份有限公司,NA,C76,201040,NA
2310,北京东方园林股份有限公司,NA,E,202010,NA
2311,广东海大集团股份有限公司,NA,C01,302020,NA
2312,成都三泰电子实业股份有限公司,NA,C7,452030,NA
2313,深圳日海通讯技术股份有限公司,NA,G81,452010,NA
2314,雅致集成房屋股份有限公司,NA,C69,252010,NA
2315,焦点科技股份有限公司,NA,G87,451010,NA
2316,深圳键桥通讯技术股份有限公司,NA,G85,452010,NA
2317,广东众生药业股份有限公司,NA,C81,352020,NA
2318,浙江久立特材科技股份有限公司,NA,C65,151040,NA
2320,海南海峡航运股份有限公司,NA,F07,203030,NA
2321,河南华英农业发展股份有限公司,NA,A05,302020,NA
2322,宁波理工监测科技股份有限公司,NA,C76,201040,NA
2323,江苏中联电气股份有限公司,NA,C73,201060,NA
2324,上海普利特复合材料股份有限公司,NA,C49,151010,NA
2325,深圳市洪涛装饰股份有限公司,NA,E05,253020,NA
2326,浙江永太科技股份有限公司,NA,C43,151010,NA
2327,深圳市富安娜家居用品股份有限公司,NA,C11,252030,NA
2328,上海新朋实业股份有限公司,NA,C69,201060,NA
2329,广西皇氏甲天下乳业股份有限公司,NA,C03,302020,NA
2330,山东得利斯食品股份有限公司,NA,C01,302020,NA
2331,安徽皖通科技股份有限公司,NA,G87,451030,NA
2332,浙江仙琚制药股份有限公司,NA,C81,352020,NA
2333,苏州罗普斯金铝业股份有限公司,NA,C67,201020,NA
2335,厦门科华恒盛股份有限公司,NA,C76,201040,NA
2336,人人乐连锁商业集团股份有限公司,NA,H11,301010,NA
2337,天津赛象科技股份有限公司,NA,C73,201060,NA
2338,长春奥普光电技术股份有限公司,NA,C78,452030,NA
2339,积成电子股份有限公司,NA,G87,451020,NA
2340,深圳市格林美高新技术股份有限公司,NA,B07,151040,NA
2341,深圳市新纶科技股份有限公司,NA,C43,151010,NA
2342,巨力索具股份有限公司,NA,C71,201020,NA
2343,浙江禾欣实业集团股份有限公司,NA,C49,151010,NA
2344,海宁中国皮革城股份有限公司,NA,M,202010,NA
2345,广东潮宏基实业股份有限公司,NA,H11,255030,NA
2346,上海柘中建设股份有限公司,NA,C61,201020,NA
2347,安徽泰尔重工股份有限公司,NA,C71,201060,NA
2348,广东高乐玩具股份有限公司,NA,C37,252020,NA
2349,南通精华制药股份有限公司,NA,C81,352020,NA
2350,北京科锐配电自动化股份有限公司,NA,C76,201040,NA
2351,深圳市漫步者科技股份有限公司,NA,C51,452030,NA
2352,马鞍山鼎泰稀土新材料股份有限公司,NA,C69,151040,NA
2353,烟台杰瑞石油服务集团股份有限公司,NA,B50,101010,NA
2354,大连科冕木业股份有限公司,NA,C21,151050,NA
2355,山东兴民钢圈股份有限公司,NA,C75,251010,NA
2356,深圳浩宁达仪表股份有限公司,NA,C78,201040,NA
2357,四川富临运业集团股份有限公司,NA,F03,203040,NA
2358,河南森源电气股份有限公司,NA,C76,201040,NA
2359,山东齐星铁塔科技股份有限公司,NA,C69,201020,NA
2360,山西同德化工股份有限公司,NA,C43,151010,NA
2361,安徽神剑新材料股份有限公司,NA,C43,151010,NA
2362,汉王科技股份有限公司,NA,G87,451020,NA
2363,山东隆基机械股份有限公司,NA,C75,251010,NA
2364,杭州中恒电气股份有限公司,NA,C57,201040,NA
2367,康力电梯股份有限公司,NA,C75,203050,NA
2368,太极计算机股份有限公司,NA,G87,451020,NA
2369,深圳市卓翼科技股份有限公司,NA,C55,452010,NA
2370,浙江亚太药业股份有限公司,NA,C81,352020,NA
2371,北京七星华创电子股份有限公司,NA,C57,452030,NA
2372,浙江伟星新型建材股份有限公司,NA,C49,151010,NA
2373,北京联信永益科技股份有限公司,NA,G87,451020,NA
2374,山东丽鹏股份有限公司,NA,C69,151030,NA
2375,浙江亚厦装饰股份有限公司,NA,E05,201030,NA
2376,山东新北洋信息技术股份有限公司,NA,G83,452020,NA
2378,崇义章源钨业股份有限公司,NA,C67,151040,NA
2379,山东鲁丰铝箔股份有限公司,NA,C67,151040,NA
2380,南京科远自动化集团股份有限公司,NA,C76,452050,NA
2381,浙江双箭橡胶股份有限公司,NA,C48,151030,NA
2382,山东蓝帆塑胶股份有限公司,NA,C49,151010,NA
2384,苏州东山精密制造股份有限公司,NA,C69,151040,NA
