股票代码,年度,年度股东大会会议的出席率,临时股东大会会议(一)的参会股东人数,临时股东大会会议(一)的出席率,临时股东大会会议(二)的参会股东人数,临时股东大会会议(二)的出席率,年度内董事会的会议次数,年度内以通讯方式召开的董事会会议次数,年度内监事会的会议次数,年度内股东大会的会议总次数
600476,2004,66.11,10,66,0,0,5,1,3,2
600477,2004,67.8,0,0,0,0,11,4,3,1
600478,2004,67.66,0,0,0,0,8,4,1,1
600479,2004,67.09,8,43,4,45.47,7,0,2,3
600480,2004,71.24,0,0,0,0,6,0,1,1
600481,2004,73.857,6,73,6,73.86,6,0,5,3
600482,2004,-95,0,0,0,0,4,0,3,1
600483,2004,56.53,0,0,0,0,7,2,2,1
600485,2004,73.65,4,72,0,0,10,8,2,2
600486,2004,69.31,8,69,0,0,6,0,4,2
600487,2004,72.25,10,72,0,0,4,0,3,2
600488,2004,69.13,7,77,0,0,6,0,6,2
600489,2004,62.88,9,64,0,0,7,2,4,2
600490,2004,60.7126,0,0,0,0,6,0,4,1
600491,2004,96.99,29,71,28,67.32,10,0,6,3
600493,2004,1,5,64,0,0,8,1,5,2
600495,2004,1,5,61,0,0,3,1,2,2
600496,2004,63.64,6,63,3,63.64,11,7,4,4
600497,2004,1,10,63,10,63.67,8,4,4,3
600498,2004,73.04,0,0,0,0,4,0,2,1
600499,2004,60.74,12,63,0,0,9,2,4,2
600500,2004,69.87,4,65,4,64.41,13,3,3,4
600501,2004,61.25,6,61,9,62.58,8,1,8,3
600502,2004,51.67,4,50,5,51.67,9,2,5,3
600503,2004,22.42,5,34,0,0,11,7,3,2
600505,2004,63.28,16,57,0,0,6,3,3,2
600506,2004,68.85,5,68,0,0,4,0,4,2
600507,2004,60,4,58,0,0,6,0,3,2
600508,2004,72.6059,11,72,7,72.6083,7,2,4,3
600509,2004,64.489,5,64,5,64.51,11,3,2,6
600510,2004,66.57,14,66,0,0,4,1,2,2
600511,2004,60.15,2,60,0,0,7,0,3,2
600512,2004,62.44,14,62,0,0,7,3,4,2
600513,2004,62,0,0,0,0,3,2,2,1
600515,2004,29.74,5,31,0,0,7,0,3,2
600516,2004,60,0,0,0,0,3,1,3,1
600517,2004,67.5316,15,64,0,0,7,0,3,2
600518,2004,74.58,5,74,13,79.7,6,0,3,3
600519,2004,72.35,0,0,0,0,4,0,3,1
600520,2004,60,3,57,0,0,7,0,2,2
600521,2004,64.81,0,0,0,0,6,4,2,1
600522,2004,62.75,0,0,0,0,6,6,2,1
600523,2004,67.88,3,67,0,0,4,1,2,2
600525,2004,74.88,6,74,4,74.88,8,0,3,4
600526,2004,60,6,59,0,0,6,1,3,2
600527,2004,62.5,0,0,0,0,8,0,2,1
600528,2004,73.17,5,73,5,73.17,7,0,4,3
600529,2004,37.43,2,37,1,36.55,8,0,2,3
600530,2004,75.0635,32,75,0,0,6,0,4,2
600531,2004,59.25,0,0,0,0,4,3,2,1
600532,2004,55.56,5,55,0,0,6,0,2,2
600533,2004,71.17,8,71,5,71.16,9,0,2,3
600535,2004,70,8,70,5,70,5,0,4,3
600536,2004,64.41,10,64,10,64.36,7,3,2,3
600537,2004,69.57,6,69,0,0,5,1,3,2
600538,2004,50.75,13,48,0,0,5,0,2,2
600539,2004,61.74,5,61,0,0,5,0,4,2
600540,2004,66.67,5,66,0,0,4,0,3,2
600543,2004,57.8,-95,-95,-95,-95,7,1,2,3
600545,2004,60.29,6,60,0,0,18,0,2,2
600546,2004,63.68,-95,61,-95,61.49,7,6,4,4
600547,2004,65.5,8,65,5,62.5,7,5,4,3
600548,2004,61.45,4,60,0,0,8,-95,6,2
600549,2004,73.52,0,0,0,0,5,2,3,1
600550,2004,73.76,2,71,0,0,8,2,3,2
600551,2004,66.76,5,66,4,61.19,9,1,2,3
600552,2004,55.56,0,0,0,0,5,0,1,1
600553,2004,54.92,0,0,0,0,9,9,1,1
600555,2004,5.4234,26,72,0,0,14,0,2,2
600556,2004,49,0,0,0,0,5,0,5,1
600557,2004,56.43,10,56,0,0,5,2,3,2
600558,2004,61.93,0,0,0,0,5,0,2,1
600559,2004,70.68,2,70,0,0,3,0,3,2
600560,2004,60.34,0,0,0,0,5,1,1,1
600561,2004,54.46,28,54,29,54.49,6,4,1,3
600562,2004,61.65,11,53,0,0,5,4,1,2
600563,2004,71.04,0,0,0,0,4,0,1,1
600565,2004,74.25,5,75,0,0,7,3,2,2
600566,2004,58.6,5,58,0,0,5,0,2,2
600567,2004,63.96,0,0,0,0,5,0,2,1
600568,2004,50.66,0,0,0,0,8,6,2,1
600569,2004,64.71,15,64,0,0,5,0,2,2
600570,2004,65.7,14,71,0,0,7,0,2,2
600571,2004,65.8,0,0,0,0,4,3,2,1
600572,2004,61.2,11,62,0,0,12,2,2,2
600573,2004,62.71,-95,-95,0,0,8,0,5,2
600575,2004,1,0,0,0,0,7,0,4,1
600576,2004,68.83,7,69,0,0,7,2,2,2
600577,2004,66.67,4,65,3,62.5,4,2,2,3
600578,2004,82.56,0,0,0,0,7,3,6,1
600579,2004,66.48,0,0,0,0,5,0,2,1
600580,2004,65.02,10,67,10,65.05,8,4,1,4
600581,2004,66.66,4,66,4,66.66,5,0,2,3
600582,2004,66.83,4,64,0,0,7,1,1,2
600583,2004,69.96,6,68,3,70.55,8,5,2,4
600584,2004,54.31,7,66,8,69.92,6,0,6,3
600585,2004,86.76,1,82,0,0,15,0,2,2
600586,2004,62.36,2,62,0,0,7,0,2,2
600587,2004,53.21,10,53,0,0,7,0,2,2
600588,2004,75.0276,7,75,6,75.0003,9,0,2,3
600589,2004,75,-95,-95,0,0,7,0,1,2
600590,2004,69.96,9,69,0,0,11,0,3,2
600591,2004,57.6072,0,0,0,0,8,5,3,1
600592,2004,66.69,0,0,0,0,6,3,6,1
600593,2004,65,5,65,0,0,7,0,3,2
600594,2004,70.15,12,-95,0,0,4,0,1,2
600595,2004,59.71,16,39,0,0,8,6,8,2
600596,2004,41.36,0,0,0,0,7,6,3,1
600597,2004,79.1607,11,79,0,0,10,7,2,2
600598,2004,79.59,2,81,0,0,6,0,1,2
600599,2004,68.57,5,68,4,68.37,5,0,3,3
600600,2004,82.77,0,0,0,0,12,0,4,1
600601,2004,13.2552,22,11,0,0,11,3,4,2
600602,2004,37.4901,0,0,0,0,5,0,3,1
600603,2004,1.2619,0,0,0,0,4,0,1,1
600604,2004,46.58,60,46,0,0,9,5,7,2
600605,2004,88.596,0,0,0,0,4,0,4,1
600606,2004,55.4667,35,55,0,0,12,0,6,2
600607,2004,59.01,61,58,0,0,7,0,4,2
600608,2004,32.9764,14,32,0,0,14,9,6,2
600609,2004,61.69,5,62,0,0,7,2,4,2
600610,2004,55.65,78,56,54,56.77,26,19,6,3
600611,2004,44.3,0,0,0,0,6,3,5,1
600612,2004,33.4,0,0,0,0,4,0,5,1
600613,2004,53.21,28,53,0,0,17,12,4,2
600614,2004,50.84,10,51,0,0,7,0,3,2
600615,2004,27.65,40,39,0,0,6,3,5,2
600616,2004,55.6129,48,56,0,0,7,3,5,2
600617,2004,52.29,47,52,24,41.17,10,3,3,4
600618,2004,-95,-95,-95,0,0,5,4,4,2
600619,2004,40.67,0,0,0,0,5,3,4,1
600620,2004,45.5708,36,47,0,0,11,4,4,2
600621,2004,56.466,0,0,0,0,25,1,3,1
600622,2004,42.89,0,0,0,0,4,1,4,1
600623,2004,68.72,0,0,0,0,7,0,4,1
600624,2004,38.72,0,0,0,0,6,3,5,1
600626,2004,53.1,0,0,0,0,7,0,4,1
600627,2004,84.8309,9,84,0,0,10,2,7,2
600628,2004,52.7,0,0,0,0,6,1,4,1
600629,2004,48.154,0,0,0,0,12,0,5,1
600630,2004,49.1124,53,49,0,0,7,2,4,2
600631,2004,58.4643,54,52,0,0,6,1,7,2
600633,2004,55.1,0,0,0,0,5,0,5,1
600634,2004,26.07,10,26,0,0,10,6,3,2
600635,2004,41.064,0,0,0,0,4,3,4,1
600636,2004,28.2149,0,0,0,0,5,1,4,1
600637,2004,65.4397,0,0,0,0,6,0,8,1
600638,2004,48.169,0,0,0,0,7,1,2,1
600639,2004,54.04,0,0,0,0,8,2,6,1
600640,2004,66.3376,18,66,18,67.6737,7,0,5,3
600641,2004,56.3166,0,0,0,0,7,6,1,1
600642,2004,65.11,0,0,0,0,3,0,2,1
600643,2004,25.7291,48,25,0,0,13,0,4,2
600644,2004,-95,-95,-95,0,0,14,7,5,2
600645,2004,50.63,0,0,0,0,4,0,1,1
600647,2004,47.4479,3,46,5,42.464,8,5,3,3
600648,2004,65.96,0,0,0,0,6,4,5,1
600649,2004,56.1747,0,0,0,0,6,0,5,1
600650,2004,46.61,28,42,0,0,9,3,3,2
600651,2004,32.54,0,0,0,0,6,2,3,1
600652,2004,10.23,0,0,0,0,9,0,5,1
600653,2004,98.61,0,0,0,0,14,0,2,1
600654,2004,24.44,106,24,0,0,8,6,5,2
600655,2004,31.7865,64,32,40,37.3618,11,2,4,3
600656,2004,45.34,12,45,15,45.34,9,3,3,4
600657,2004,25.5,0,0,0,0,12,0,2,1
600658,2004,43.08,0,0,0,0,10,0,1,1
600659,2004,35.92,9,50,0,0,8,0,2,2
600660,2004,65.74,0,0,0,0,6,0,2,1
600661,2004,56.5204,25,56,0,0,7,1,4,2
600662,2004,45.73,0,0,0,0,16,11,3,1
600663,2004,65.328,0,0,0,0,9,0,2,1
600664,2004,94.13,5,93,0,0,14,8,3,2
600665,2004,69.69,9,70,0,0,9,6,4,2
600666,2004,56.87,8,56,0,0,9,1,9,2
600667,2004,33.58,0,0,0,0,5,0,3,1
600668,2004,38.88,10,38,0,0,8,1,5,2
600671,2004,36.63,0,0,0,0,6,3,6,1
600672,2004,41.95,5,41,5,41.95,7,0,3,3
600673,2004,46.62,13,46,0,0,4,0,4,2
600674,2004,85.51,1,90,1,90.39,7,0,4,4
600675,2004,50.1774,0,0,0,0,6,0,1,1
600676,2004,55.2,45,54,27,53.8,8,5,7,3
600677,2004,32.46,4,10,0,0,7,3,4,2
600678,2004,58.74,7,57,8,57.24,12,10,7,3
600679,2004,64.0342,11,64,0,0,7,4,3,2
600680,2004,46.1209,27,45,0,0,11,10,3,2
600681,2004,20.65,4,23,5,23.68,11,9,2,3
600682,2004,48.69,4,41,0,0,7,3,4,2
600683,2004,28.64,0,0,0,0,4,2,1,1
600684,2004,46.62,0,0,0,0,7,4,2,1
600685,2004,44.8,8,42,0,0,8,3,5,2
600686,2004,61.83,5,55,7,66.04,7,2,2,3
600687,2004,39.07,4,39,4,39.07,14,0,3,5
600688,2004,86.58,0,0,0,0,11,0,5,1
600689,2004,39.29,23,39,24,39.3493,12,7,2,3
600690,2004,43.61,0,0,0,0,6,1,3,1
600691,2004,31,2,28,17,42.77,12,0,6,3
600692,2004,52.18,0,0,0,0,6,0,4,1
600693,2004,39.8,0,0,0,0,5,3,1,1
600694,2004,-95,0,0,0,0,18,9,2,1
600695,2004,43.0448,0,0,0,0,5,0,3,1
600696,2004,62.87,0,0,0,0,6,0,2,1
600697,2004,30.37,0,0,0,0,10,0,2,1
600698,2004,42.56,0,0,0,0,6,0,1,1
600699,2004,38.14,0,0,0,0,5,0,3,1
600700,2004,45.5,5,45,0,0,8,0,4,2
600701,2004,46.11,0,0,0,0,5,0,2,1
600702,2004,55.98,0,0,0,0,7,0,2,1
600703,2004,45.43,4,47,5,47.83,9,0,5,3
600704,2004,53.8,14,53,0,0,6,4,3,2
600705,2004,19.18,14,22,0,0,7,0,5,2
600706,2004,52.32,0,0,0,0,5,0,2,1
600707,2004,58.64,4,57,0,0,7,1,2,2
600708,2004,54.44,38,54,0,0,6,0,3,2
600710,2004,54.98,0,0,0,0,7,6,3,1
600711,2004,70.6,3,67,0,0,8,5,2,2
600712,2004,35.9,14,55,11,55.34,10,4,3,6
600713,2004,44.98,12,37,0,0,12,2,6,2
600714,2004,67.73,14,67,11,67.73,6,1,2,3
600715,2004,36.58,5,53,5,53.09,10,10,6,3
600716,2004,69.67,7,69,0,0,5,0,2,2
600717,2004,62.02,10,59,0,0,6,0,5,2
600718,2004,61.56,6,60,0,0,7,5,2,2
600719,2004,62.42,8,62,9,62.42,7,0,1,4
600720,2004,43.28,15,43,15,43.17,4,0,6,3
600721,2004,50.93,8,49,4,49.58,7,0,3,4
600722,2004,48.99,6,48,6,48.99,8,3,4,3
600723,2004,51.02,19,52,0,0,7,2,5,2
600724,2004,58.08,0,0,0,0,5,0,2,1
600725,2004,65.92,0,0,0,0,6,0,3,1
600726,2004,47.96,50,46,0,0,5,2,2,2
600727,2004,50.84,0,0,0,0,5,0,2,1
600728,2004,57,2,56,0,0,6,2,3,2
600729,2004,39.7174,14,37,0,0,6,0,1,2
600730,2004,52.2,16,28,26,98.9,12,7,3,3
600731,2004,52.02,4,51,15,51.99,6,2,4,3
600732,2004,66.6,0,0,0,0,6,0,2,1
600733,2004,46.59,0,0,0,0,6,3,1,1
600734,2004,48.79,0,0,0,0,15,7,1,1
600735,2004,46.59,0,0,0,0,7,2,3,1
600736,2004,64.3141,8,64,0,0,5,0,1,2
600737,2004,34.92,3,30,4,30.1,17,5,5,3
600738,2004,36.47,10,40,0,0,7,0,5,2
600739,2004,48.78,0,0,0,0,8,0,4,1
600740,2004,65.19,0,0,0,0,8,0,2,1
600741,2004,53.81,0,0,0,0,5,0,5,1
600742,2004,45.42,3,45,0,0,6,3,1,2
600743,2004,39.5,3,39,0,0,5,2,2,2
600744,2004,58.36,3,43,5,56.56,5,2,5,3
600745,2004,54.65,3,50,0,0,6,3,3,2
600746,2004,69.69,0,0,0,0,7,0,2,1
600747,2004,50.6,9,50,3,50.6,8,1,5,3
600748,2004,73.3064,35,73,0,0,10,0,5,2
600749,2004,69.5,0,0,0,0,10,9,1,1
600750,2004,57.3,3,57,4,57.3,7,1,4,5
600751,2004,37.47,0,0,0,0,7,0,4,1
600752,2004,46.86,3,51,0,0,5,1,5,2
600753,2004,75,0,0,0,0,8,5,5,1
600754,2004,56.39,72,53,0,0,9,6,3,2
600755,2004,35.93,0,0,0,0,7,1,2,1
600756,2004,-95,-95,-95,-95,-95,7,5,1,3
600757,2004,61.5391,10,57,0,0,5,3,3,2
600758,2004,50.36,2,37,0,0,6,4,2,2
600759,2004,29.88,1,29,0,0,6,0,2,2
600760,2004,51.82,0,0,0,0,7,0,4,1
600761,2004,54.28,41,54,0,0,4,0,2,2
600762,2004,45.16,0,0,0,0,3,0,2,1
600763,2004,22.09,4,62,3,37.67,10,0,5,4
600764,2004,63.58,5,67,4,67.34,10,0,4,3
600765,2004,68.94,0,0,0,0,4,0,1,1
600766,2004,62.04,7,62,6,62.77,14,11,4,4
600767,2004,64.63,4,63,0,0,14,8,3,2
600768,2004,69.27,4,69,0,0,8,3,5,2
600769,2004,68.47,0,0,0,0,4,0,4,1
600770,2004,63.33,0,0,0,0,6,0,6,1
600771,2004,59.81,12,71,0,0,5,3,1,2
600772,2004,51.83,0,0,0,0,8,5,3,1
600773,2004,59,3,59,0,0,7,5,1,2
600774,2004,54.44,0,0,0,0,6,2,3,1
600775,2004,90.37,0,0,0,0,6,0,3,1
600776,2004,57.56,13,58,15,58.72,9,3,3,3
600777,2004,42.37,0,0,0,0,8,0,4,1
600778,2004,31.13,0,0,0,0,6,2,1,1
600779,2004,54.23,0,0,0,0,6,0,4,1
600780,2004,40.55,0,0,0,0,8,0,2,1
600781,2004,61.34,0,0,0,0,8,0,5,1
600782,2004,70.94,0,0,0,0,4,0,1,1
600783,2004,67.94,6,67,7,67.94,8,0,4,3
600784,2004,23.89,0,0,0,0,6,0,5,1
600785,2004,36.97,0,0,0,0,5,0,4,1
600786,2004,74.9,6,1,0,0,9,0,6,2
600787,2004,-95,9,54,10,56.15,11,0,2,4
600789,2004,50.22,0,0,0,0,5,0,4,1
600790,2004,28.6,19,31,18,28.52,9,5,3,4
600791,2004,54.6,6,57,7,57.87,11,8,6,4
600792,2004,70.59,0,0,0,0,6,5,1,1
600793,2004,68.16,0,0,0,0,9,0,5,1
600794,2004,57.97,5,57,0,0,5,2,2,2
600795,2004,77.11,3,74,3,74.08,9,0,3,6
600796,2004,63.09,13,62,13,62.21,7,1,3,3
600797,2004,45.64,8,48,7,47.26,13,0,5,3
600798,2004,72.39,13,72,0,0,6,1,5,2
600799,2004,48,0,0,0,0,3,0,1,1
600800,2004,39.97,11,39,0,0,5,0,2,2
600801,2004,55.01,11,55,8,55.11,9,0,3,3
600802,2004,52.29,0,0,0,0,8,2,5,1
600803,2004,44.12,5,52,0,0,10,0,4,2
600804,2004,37.44,2,37,0,0,19,-95,4,2
600805,2004,42.79,3,42,0,0,4,0,3,2
600806,2004,62.15,0,0,0,0,6,0,1,1
600807,2004,33.62,0,0,0,0,7,0,3,1
600808,2004,89.08,0,0,0,0,7,0,4,1
600809,2004,79.25,0,0,0,0,5,3,2,1
600810,2004,75.05,0,0,0,0,4,0,3,1
600811,2004,33.2,0,0,0,0,5,0,1,1
600812,2004,59.88,5,59,117,61.95,7,0,5,3
600814,2004,40.63,0,0,0,0,5,0,2,1
600815,2004,73.38,3,73,0,0,5,0,4,2
600816,2004,29.95,9,35,7,30.85,8,0,4,5
600817,2004,45.4478,0,0,0,0,14,8,5,1
600818,2004,-95,0,0,0,0,6,2,2,1
600819,2004,69.84,0,0,0,0,4,0,2,1
600820,2004,52.9765,0,0,0,0,5,0,2,1
600821,2004,36.17,0,0,0,0,4,0,4,1
600822,2004,62.51,0,0,0,0,8,2,7,1
600823,2004,50.2041,35,50,0,0,10,3,4,2
600824,2004,53.68,0,0,0,0,5,0,5,1
600825,2004,64.0419,35,50,0,0,6,0,6,2
600826,2004,66.11,0,0,0,0,12,0,4,1
600827,2004,40.48,0,0,0,0,12,10,4,1
600828,2004,73.87,6,73,6,73.77,12,0,7,5
600829,2004,46.08,3,74,0,0,11,3,4,2
600830,2004,37.5,0,0,0,0,7,0,4,1
600831,2004,54.1,5,53,0,0,8,4,4,2
600832,2004,74.74,0,0,0,0,5,3,4,1
600833,2004,56.797,0,0,0,0,5,0,2,1
600834,2004,74.2506,0,0,0,0,6,0,1,1
600835,2004,53.9163,29,47,33,53.9318,9,0,5,3
600836,2004,57.79,0,0,0,0,7,1,4,1
600837,2004,75.09,0,0,0,0,10,0,3,1
600838,2004,45.91,0,0,0,0,5,0,5,1
600839,2004,53.72,28,53,0,0,13,0,2,2
600840,2004,40.21,8,45,0,0,13,0,4,2
600841,2004,51,0,0,0,0,9,0,1,1
600842,2004,42.6761,0,0,0,0,5,0,2,1
600843,2004,44.57,75,34,87,37.72,12,6,8,4
600844,2004,57.97,0,0,0,0,15,6,4,1
600845,2004,59.22,5,2,0,0,8,0,5,2
600846,2004,51.7295,0,0,0,0,9,0,1,1
600847,2004,55,0,0,0,0,5,1,1,1
600848,2004,64.5249,38,64,59,64.7888,11,5,4,3
600849,2004,39.78,10,39,0,0,9,3,2,2
600850,2004,57.58,0,0,0,0,5,0,1,1
600851,2004,50.3249,0,0,0,0,5,3,3,1
600852,2004,36.22,18,41,0,0,7,1,4,2
600853,2004,68.68,0,0,0,0,9,5,2,1
600854,2004,63,9,62,10,63.99,8,3,1,3
600855,2004,60.23,9,60,19,65.46,9,0,2,3
600856,2004,65.73,0,0,0,0,10,6,4,1
600857,2004,35.06,0,0,0,0,4,2,4,1
600858,2004,39.27,8,39,7,39.29,9,1,2,3
600859,2004,50.2,0,0,0,0,9,1,4,1
600860,2004,62.71,0,0,0,0,8,2,7,1
600861,2004,51.19,0,0,0,0,4,2,1,1
600862,2004,48.8,11,20,7,48.75,9,2,6,3
600863,2004,80.04,0,0,0,0,6,5,2,1
600864,2004,61.85,0,0,0,0,12,1,8,1
600865,2004,37.6,0,0,0,0,7,3,6,1
600866,2004,40.51,0,0,0,0,4,0,4,1
600867,2004,-95,0,0,0,0,4,0,4,1
600868,2004,23.48,0,0,0,0,5,1,2,1
600869,2004,69.5,3,32,0,0,6,5,4,2
600870,2004,58.3,0,0,0,0,4,0,4,1
600871,2004,73.98,-95,93,0,0,9,6,3,2
600872,2004,33.3,5,34,5,32.76,8,0,3,3
600873,2004,48.42,5,51,2,44.94,10,0,6,3
600874,2004,67.24,-95,66,-95,66.86,9,0,2,3
600875,2004,51.63,0,0,0,0,5,0,2,1
600876,2004,57.14,0,0,0,0,5,0,4,1
600877,2004,56.47,8,54,9,55.37,7,3,1,3
600879,2004,40.39,8,44,0,0,6,0,5,2
600880,2004,57.49,0,0,0,0,8,0,5,1
600881,2004,36.26,9,35,0,0,8,0,4,2
600882,2004,47.23,0,0,0,0,5,0,2,1
600883,2004,62.77,0,0,0,0,3,2,3,1
600884,2004,42.49,9,42,0,0,6,0,4,2
600885,2004,40.34,0,0,0,0,6,1,2,1
600886,2004,58.89,10,62,15,65.78,9,7,4,4
600887,2004,50.19,28,36,14,29.65,11,2,3,3
600888,2004,67.44,6,67,7,67.45,5,0,4,3
600889,2004,56.31,22,56,15,55.22,7,0,2,3
600890,2004,51.78,0,0,0,0,7,3,1,1
600891,2004,25.34,19,31,16,32.74,10,0,4,4
600892,2004,34.24,3,37,2,37.41,10,2,3,3
600893,2004,42.82,6,42,0,0,9,5,2,2
600894,2004,76.46,28,76,0,0,5,1,2,2
600895,2004,68.3255,0,0,0,0,4,1,1,1
600896,2004,47.96,0,0,0,0,5,2,2,1
600897,2004,75.1,7,75,0,0,4,0,2,2
600898,2004,50.98,2,50,2,50.78,6,5,3,3
600899,2004,58.53,3,38,0,0,7,4,8,2
600900,2004,76.62,12,72,0,0,4,2,1,2
600960,2004,1,0,0,0,0,5,0,2,1
600961,2004,1,10,1,0,0,5,1,2,2
600962,2004,1,6,1,4,59.52,9,5,4,3
600963,2004,1,8,59,0,0,4,1,3,2
600965,2004,1,6,1,6,68.5,7,4,3,3
600966,2004,1,5,61,5,61.11,5,0,2,4
600967,2004,1,0,0,0,0,3,0,2,1
600969,2004,1,0,0,0,0,12,6,4,1
600970,2004,56.22,6,56,6,56.06,10,7,5,3
600971,2004,1,7,71,0,0,7,0,5,2
600973,2004,1,0,0,0,0,5,5,2,1
600975,2004,1,4,64,4,65.1,7,2,4,3
600976,2004,48.94,20,48,0,0,5,1,2,2
600978,2004,1,5,73,0,0,7,1,5,2
600979,2004,1,0,0,0,0,9,4,5,1
600980,2004,1,5,98,0,0,4,1,1,2
600981,2004,-95,11,65,0,0,6,0,4,2
600982,2004,1,5,70,5,70.24,5,1,5,3
600983,2004,1,0,0,0,0,4,2,1,1
600984,2004,1,6,71,6,71.74,4,0,4,4
600985,2004,1,5,55,4,54.77,4,0,3,3
600986,2004,45.1,0,0,0,0,9,0,1,1
600987,2004,1,6,1,0,0,6,1,2,2
600988,2004,1,4,71,4,71.68,6,0,2,4
600990,2004,1,5,64,0,0,3,1,2,2
600991,2004,1,12,80,8,76.06,5,3,2,3
600992,2004,1,5,57,0,0,6,2,3,2
600993,2004,-95,0,0,0,0,6,2,4,1
600995,2004,1,6,58,0,0,4,1,3,2
600997,2004,1,9,69,0,0,4,1,3,2
1,2005,25.11,9,23,0,0,10,-95,8,2
2,2005,38.16,64,30,6279,56.38,6,-95,5,3
4,2005,50.73,0,0,0,0,12,4,4,1
5,2005,44.44,0,0,0,0,4,-95,2,1
6,2005,37.843,4,37,2155,52.47,4,-95,3,3
7,2005,38.32,0,0,0,0,6,5,2,1
8,2005,43.55,4,52,0,0,5,0,4,2
9,2005,22.82,11,26,0,0,7,0,4,2
10,2005,47.07,2,28,0,0,6,5,1,2
11,2005,70.78,0,0,0,0,5,3,3,1
12,2005,44.51,9,38,0,0,7,0,5,2
14,2005,40.09,3,46,0,0,9,-95,1,2
16,2005,38.41,9,37,0,0,7,2,4,2
17,2005,30.05,2,26,0,0,8,-95,3,2
18,2005,65.08,0,0,0,0,7,6,2,1
19,2005,63.68,3,29,0,0,7,-95,2,2
20,2005,44.15,0,0,0,0,6,-95,4,1
21,2005,71.65,4,65,5,71.24,5,3,4,3
22,2005,65.96,0,0,0,0,7,3,3,1
23,2005,66.78,0,0,0,0,7,-95,3,1
24,2005,54.2,47,59,0,0,13,-95,5,2
25,2005,72.46,1,72,698,87.03,10,5,4,3
26,2005,52.32,0,0,0,0,7,-95,2,1
27,2005,62.51,13,58,0,0,8,1,3,2
28,2005,59.09,5,59,7,57.44,6,3,1,3
29,2005,73.53,2,73,0,0,6,-95,4,2
30,2005,70.02,0,0,0,0,6,-95,2,1
31,2005,64.44,5,64,0,0,11,5,4,2
32,2005,61.52,0,0,0,0,7,3,3,1
33,2005,76.64,5,76,5,76.64,12,11,2,3
34,2005,67.96,0,0,0,0,5,-95,2,1
35,2005,57.98,0,0,0,0,9,-95,3,1
36,2005,40.28,5,40,0,0,4,0,2,2
37,2005,68.36,7,68,5,60.02,8,2,6,4
38,2005,60.47,0,0,0,0,6,4,2,1
39,2005,46.01,62,44,0,0,7,5,5,2
40,2005,31.67,0,0,0,0,8,4,3,1
42,2005,71.1,5,71,10,71.27,6,-95,3,5
43,2005,68.74,6,56,0,0,6,2,4,2
45,2005,66.33,609,89,0,0,4,-95,4,2
46,2005,49.06,7,49,0,0,12,9,1,2
48,2005,58.65,3,58,0,0,7,-95,2,2
49,2005,67.31,2,57,964,78.09,16,13,1,3
50,2005,72.65,4,72,6,72.68,9,0,4,3
55,2005,44.17,0,0,0,0,7,3,4,1
56,2005,48.98,1680,59,0,0,5,3,2,2
58,2005,51.26,9,50,0,0,7,2,2,2
59,2005,73.26,2,73,4,-95,5,0,1,3
60,2005,59.61,13,49,2095,71.9,11,1,5,3
61,2005,40.59,159,43,21,32.21,10,0,3,4
62,2005,52.53,0,0,0,0,6,0,1,1
63,2005,67.14,14,57,1184,91.4774,4,2,2,3
65,2005,74.42,4,74,498,80.52,7,1,0,3
66,2005,60.57,-95,-95,6,60.49,7,5,3,6
68,2005,71.94,6,70,0,0,4,-95,5,2
69,2005,75.49,37,79,26,77.45,8,-95,3,4
70,2005,72,2414,77,0,0,5,3,2,2
78,2005,50.74,8,50,7,50.73,26,21,3,3
88,2005,76.87,5,73,5,73.91,9,2,5,3
89,2005,71.52,5,64,1312,79.3697,10,-95,4,3
90,2005,62.8,14,62,10,62.8,6,-95,2,4
96,2005,74.24,5,74,0,0,6,3,3,2
99,2005,63.4,0,0,0,0,7,5,2,1
100,2005,54.52,14,41,14,41.3855,10,1,5,4
150,2005,29.9,2,31,2,31.4,6,-95,3,3
151,2005,63.18,0,0,0,0,7,-95,4,1
153,2005,61.45,6,50,534,65.42,8,-95,2,3
155,2005,72.45,0,0,0,0,6,3,3,1
156,2005,52.97,3,52,2,30.42,7,-95,3,3
157,2005,65.6815,2,65,0,0,6,4,5,2
158,2005,69.6,4,1,0,0,6,-95,5,2
159,2005,55.47,1,53,1,53.43,11,-95,8,3
301,2005,66.85,6,67,15,67.18,5,-95,2,4
400,2005,48.66,0,0,0,0,8,-95,3,1
401,2005,62.98,9,62,0,0,11,0,4,2
402,2005,44.35,2,44,-95,-95,11,-95,4,3
403,2005,38.39,2,38,3,38.23,10,8,2,4
404,2005,63.42,12,63,15,63.43,8,-95,5,4
406,2005,26.5,7,26,0,0,6,3,2,2
407,2005,45.48,0,0,0,0,5,2,5,1
408,2005,57.79,3,57,0,0,8,-95,3,2
409,2005,30.08,10,32,0,0,7,-95,2,2
410,2005,55.97,4,54,0,0,7,5,2,2
411,2005,54.06,0,0,0,0,6,-95,4,1
413,2005,63.02,0,0,0,0,4,-95,2,1
415,2005,58.85,3,58,3,58.85,9,5,3,3
416,2005,33.77,0,0,0,0,7,0,2,1
417,2005,53.59,743,62,0,0,4,-95,2,2
418,2005,41.6,3,37,0,0,12,11,1,2
419,2005,62.97,0,0,0,0,5,0,2,1
420,2005,42,0,0,0,0,5,-95,5,1
421,2005,50.44,14,50,0,0,10,2,4,2
