股票代码,年度,年度股东大会会议的出席率,临时股东大会会议(一)的参会股东人数,临时股东大会会议(一)的出席率,临时股东大会会议(二)的参会股东人数,临时股东大会会议(二)的出席率,年度内董事会的会议次数,年度内以通讯方式召开的董事会会议次数,年度内监事会的会议次数,年度内股东大会的会议总次数
300003,2009,-95,-95,-95,-95,-95,5,0,1,4
300004,2009,-95,11,100,11,100,11,0,2,4
300005,2009,-95,-95,-95,-95,-95,9,0,5,5
300006,2009,-95,-95,-95,-95,-95,7,0,3,3
300007,2009,-95,-95,-95,-95,-95,6,0,2,3
300008,2009,-95,-95,-95,-95,-95,7,0,2,2
300009,2009,-95,-95,-95,-95,-95,4,0,4,2
300010,2009,-95,-95,-95,-95,-95,9,0,3,3
300011,2009,-95,-95,-95,-95,-95,4,0,2,3
300012,2009,-95,-95,-95,-95,-95,8,0,3,5
300013,2009,-95,-95,-95,5,75,8,2,2,3
300014,2009,-95,-95,-95,-95,-95,7,2,3,5
300015,2009,-95,-95,-95,-95,-95,3,0,3,4
300016,2009,-95,-95,-95,-95,-95,8,0,2,2
300017,2009,-95,-95,-95,-95,-95,8,0,2,3
300018,2009,-95,-95,-95,-95,-95,9,1,3,6
300019,2009,-95,-95,-95,-95,-95,7,0,5,4
300020,2009,-95,-95,-95,-95,-95,4,0,2,2
300021,2009,-95,-95,-95,-95,-95,10,0,3,2
300022,2009,100,90,100,90,100,11,1,2,6
300023,2009,-95,-95,-95,-95,-95,5,0,2,4
300024,2009,-95,-95,-95,-95,-95,5,0,3,2
300025,2009,100,14,100,-95,-95,10,2,4,2
300026,2009,-95,-95,-95,-95,-95,7,0,3,3
300027,2009,-95,-95,-95,-95,-95,12,0,2,4
300028,2009,-95,-95,-95,-95,-95,5,0,1,3
300029,2009,-95,-95,-95,-95,-95,9,0,2,5
300030,2009,-95,-95,-95,-95,-95,4,0,2,4
300031,2009,-95,-95,-95,-95,-95,2,0,2,2
300032,2009,-95,-95,-95,-95,-95,4,0,2,5
300033,2009,100,5,100,-95,-95,7,7,0,2
300034,2009,-95,-95,-95,-95,-95,5,0,3,4
300035,2009,100,54,100,-95,-95,5,0,2,2
300036,2009,-95,-95,-95,-95,-95,5,0,2,3
300037,2009,-95,-95,-95,-95,-95,7,0,6,2
300038,2009,-95,-95,-95,-95,-95,7,0,3,5
300039,2009,-95,-95,-95,-95,-95,3,0,2,3
300040,2009,-95,-95,-95,-95,-95,7,0,2,3
300041,2009,-95,-95,-95,-95,-95,5,0,3,3
300042,2009,-95,-95,-95,-95,-95,5,0,2,3
300043,2009,100,6,100,-95,-95,5,0,2,2
300044,2009,100,14,100,-95,-95,4,0,2,2
300045,2009,-95,-95,-95,-95,-95,3,0,1,2
300046,2009,-95,-95,-95,-95,-95,7,0,3,2
300047,2009,100,9,100,9,100,9,0,5,5
300048,2009,-95,-95,-95,-95,-95,6,0,1,2
300049,2009,-95,-95,-95,-95,-95,2,0,1,1
300050,2009,100,19,100,-95,-95,8,0,4,2
300051,2009,-95,-95,-95,-95,-95,5,0,2,4
300052,2009,100,7,100,7,100,6,0,2,3
300053,2009,100,8,100,8,100,6,0,3,3
300054,2009,-95,-95,-95,-95,-95,6,0,2,2
300056,2009,-95,-95,-95,-95,-95,9,0,3,5
300057,2009,-95,-95,-95,-95,-95,10,0,1,2
300058,2009,96.14,-95,85,-95,70.61,6,0,2,3
300059,2009,-95,-95,-95,-95,-95,4,0,3,3
600000,2009,59.4772,-95,-95,-95,-95,6,2,4,1
600004,2009,66.04,-95,-95,-95,-95,6,4,4,1
600005,2009,67.3208,402,79,-95,-95,3,1,3,2
600006,2009,60.1,3,60,4,60.1,4,2,4,3
600007,2009,81.25,5,82,-95,-95,9,8,4,2
600008,2009,61.79,109,61,3,61.82,10,5,4,5
600009,2009,53.91,-95,-95,-95,-95,5,4,4,1
600010,2009,61.45,4,61,-95,-95,5,2,4,2
600011,2009,82.37,2,79,-95,-95,6,2,4,2
600012,2009,64.19,-95,-95,-95,-95,9,6,4,1
600015,2009,63.3388,-95,-95,-95,-95,6,3,4,1
600016,2009,29.6774,47,55,795,39.84,11,3,9,4
600017,2009,67.76,6,64,11,65.42,9,5,8,4
600018,2009,89.9168,38,89,-95,-95,7,4,4,2
600019,2009,74.34,15,74,-95,-95,6,2,5,2
600020,2009,65.2,5,65,7,65.13,11,5,5,5
600021,2009,73.57,51,74,-95,-95,9,6,4,2
600022,2009,69.99,6,73,7,69.41,10,7,6,3
600026,2009,64.188,21,64,114,25.085,18,15,11,3
600027,2009,69.951,9,68,-95,-95,8,0,4,2
600028,2009,84.382,57,41,-95,-95,5,0,5,2
600029,2009,59.64,224,57,38,67.6951,41,39,8,3
600030,2009,46.87,36,40,-95,-95,11,8,5,2
600031,2009,67.24,-95,-95,-95,-95,10,9,4,1
600033,2009,63.53,950,64,11,54.12,8,4,5,3
600035,2009,63.51,4,63,3,63.42,7,2,6,4
600036,2009,45.41,50,38,493,59.58,17,12,8,3
600037,2009,48.87,8,47,-95,-95,8,6,4,2
600038,2009,51.01,9,57,-95,-95,7,2,4,2
600039,2009,36.32,-95,-95,-95,-95,9,6,4,1
600048,2009,75,-95,-95,-95,-95,12,5,5,1
600050,2009,67.1173,37,69,12,64.4951,8,2,7,3
600051,2009,62.4,5,62,6,52.4,8,0,4,4
600052,2009,56.22,9,57,13,58.07,5,3,5,8
600053,2009,72.369,4,72,4,72.37,7,4,6,3
600054,2009,45.11,7,46,-95,-95,9,7,4,2
600055,2009,54.36,-95,-95,-95,-95,7,1,6,1
600056,2009,61.11,2,61,4,61.13,10,0,6,4
600057,2009,43.22,4,43,18,43.66,6,3,3,3
600058,2009,63.55,-95,-95,-95,-95,8,5,4,1
600059,2009,40.72,8,40,172,44.5,10,4,6,3
600060,2009,60.82,259,63,259,51.46,13,3,5,3
600061,2009,42.17,9,40,-95,-95,6,0,6,2
600062,2009,50.09,3,49,-95,-95,8,0,8,2
600063,2009,39.23,11,38,11,38.43,10,0,4,3
600064,2009,38.58,13,38,3,37.65,15,5,5,5
600066,2009,36.79,7,34,8,34.96,7,1,6,3
600067,2009,42.9,5,38,12,37.73,17,9,4,4
600068,2009,51.59,6,43,7,44.01,12,6,5,3
600069,2009,25.66,175,33,5,40.32,24,14,3,4
600070,2009,30.94,-95,-95,-95,-95,5,0,4,1
600071,2009,39.48,-95,-95,-95,-95,4,2,4,1
600072,2009,41.39,-95,-95,-95,-95,6,4,5,1
600073,2009,50.7502,20,50,-95,-95,12,5,4,2
600074,2009,34.4,2,34,-95,-95,8,0,5,2
600075,2009,43.38,26,43,9,43.35,9,2,4,4
600076,2009,17.62,239,22,4,17.41,10,0,4,3
600077,2009,20.19,2,23,-95,-95,7,5,3,2
600078,2009,46.68,254,43,2,26.25,13,0,7,3
600079,2009,16.6356,40,22,27,19.32,16,1,5,3
600080,2009,33.94,2,31,-95,-95,6,2,3,2
600081,2009,65.028,16,65,15,65,9,0,5,3
600082,2009,26.43,4,23,287,32.04,9,7,5,4
600083,2009,31.23,3,31,3,29.28,6,4,3,3
600084,2009,43.86,466,53,6,43.89,10,6,3,4
600085,2009,55.35,-95,-95,-95,-95,5,0,5,1
600086,2009,47.3,3,47,-95,-95,7,2,4,2
600087,2009,57.92,141,57,-95,-95,9,5,7,2
600088,2009,57.2,8,57,-95,-95,5,1,5,2
600089,2009,28.48,15,28,-95,-95,10,8,5,2
600090,2009,37.303,4,30,-95,-95,6,5,6,2
600091,2009,24.02,5,24,6,24.07,9,4,7,4
600093,2009,34.49,8,34,-95,-95,10,2,3,2
600094,2009,28.6288,58,24,3927,30.26,9,4,4,4
600095,2009,30.59,1,30,-95,-95,14,13,4,2
600096,2009,55.99,7,56,-95,-95,7,2,5,2
600097,2009,55.66,2,55,3,55.93,7,2,4,5
600098,2009,78.39,-95,-95,-95,-95,15,10,5,1
600099,2009,45.15,11,45,-95,-95,6,3,3,2
600100,2009,29.61,575,31,-95,-95,11,0,7,2
600101,2009,31.84,-95,-95,-95,-95,8,0,6,1
600102,2009,75.83,32,74,32,74.68,8,2,4,3
600103,2009,27.55,-95,-95,-95,-95,6,2,5,1
600104,2009,84.4653,114,83,-95,-95,8,4,5,2
600105,2009,36.99,2,36,2,36.85,5,2,4,4
600106,2009,44.95,7,44,7,43.98,12,11,4,3
600107,2009,26.79,3,26,-95,-95,6,5,3,2
600108,2009,21.92,924,23,7,21.88,18,0,7,4
600109,2009,73.33,5,55,6,73.25,7,5,6,3
600110,2009,43.58,7,44,10,41.63,11,6,6,5
600111,2009,49.04,13,38,-95,-95,4,1,4,2
600112,2009,43.4,2,22,5,0.1097,10,9,3,4
600113,2009,53.26,-95,-95,-95,-95,6,4,4,1
600114,2009,49.79,4,49,-95,-95,5,2,4,2
600115,2009,64.3528,35,62,514,67.4148,20,9,5,5
600116,2009,44.42,46,49,-95,-95,9,2,7,2
600117,2009,51.74,7,52,-95,-95,6,0,4,2
600118,2009,56.22,9,54,-95,-95,6,4,4,2
600119,2009,57.54,34,56,-95,-95,13,12,2,2
600120,2009,50.08,4,50,-95,-95,7,6,4,2
600121,2009,52.65,3,52,6,52.67,8,4,4,4
600122,2009,36.33,4,36,6,36.32,34,30,6,4
600123,2009,50.53,7,45,-95,-95,6,1,5,2
600125,2009,30.16,9,30,-95,-95,5,2,4,2
600126,2009,65.11,7,65,-95,-95,4,3,4,2
600127,2009,20.63,2,22,2,22.34,33,28,6,5
600128,2009,31.9,11,28,9,25.39,12,5,6,3
600129,2009,50.82,13,50,10,50.84,7,3,7,3
600130,2009,43.94,-95,-95,-95,-95,5,4,3,1
600131,2009,41.27,-95,-95,-95,-95,6,3,4,1
600132,2009,52.59,21,55,17,51.37,9,2,5,3
600133,2009,53.0669,-95,-95,-95,-95,10,-95,5,1
600135,2009,52.12,3,52,3,52.14,10,0,2,4
600136,2009,44.59,113,49,108,46.31,6,4,4,3
600137,2009,58.62,-95,-95,-95,-95,4,2,2,1
600138,2009,23.12,111,28,49,23.3,10,6,4,4
600139,2009,51.29,6,60,3,5.97,11,10,4,6
600141,2009,31.09,201,45,40,48.22,11,8,5,3
600143,2009,39.67,15,39,-95,-95,7,1,5,2
600145,2009,39.48,2,38,2,38.31,13,12,3,5
600146,2009,60.4001,8,1,5080,25.4,8,3,6,3
600148,2009,60.53,3,60,-95,-95,8,2,6,2
600149,2009,34.84,7,26,5,18.47,7,3,3,4
600150,2009,80.4686,-95,-95,-95,-95,4,3,4,1
600151,2009,60.2611,53,59,47,61.1057,10,4,10,5
600152,2009,43.6,3,43,2,19.32,9,6,4,3
600153,2009,46.16,10,14,112,67.19,11,3,4,3
600155,2009,29.85,5,30,-95,-95,7,4,5,2
600156,2009,44.87,4,44,3,44.87,9,6,4,3
600157,2009,53.21,82,55,-95,53.22,14,2,8,6
600158,2009,25.65,5,26,4,25.64,16,12,2,4
600159,2009,55.03,-95,-95,-95,-95,5,3,4,2
600160,2009,56.92,11,56,10,57.06,7,4,4,3
600161,2009,59.43,130,64,2,56.31,12,6,4,3
600162,2009,52.99,8,55,5,59.63,11,0,4,5
600163,2009,44.95,80,43,-95,-95,11,0,11,2
600165,2009,33.81,4,33,-95,-95,5,0,4,2
600166,2009,47.83,12,48,10,48.34,20,18,4,4
600167,2009,46.97,2,56,-95,-95,4,0,3,2
600168,2009,61.85,1,61,1,61.88,9,4,5,3
600169,2009,43.19,7,56,5,43.44,5,1,4,3
600170,2009,57.9681,57,3,-95,-95,8,0,5,2
600171,2009,38.5032,36,40,18,29.3823,10,6,6,3
600172,2009,40.66,-95,-95,-95,-95,4,2,4,1
600173,2009,63.25,137,65,2,63.25,15,8,6,3
600175,2009,65.46,5,65,5,43.73,14,6,5,5
600176,2009,56.21,8,56,4,56.21,10,7,4,3
600177,2009,51.12,18,51,20,51.14,9,8,4,4
600178,2009,58.77,5,58,3,62.47,9,5,3,3
600179,2009,49.9787,2,49,-95,-95,4,3,3,2
600180,2009,54.3,1135,67,6,54.33,7,1,6,3
600182,2009,46.32,-95,-95,-95,-95,7,4,5,1
600183,2009,49.85,11,49,-95,-95,5,2,4,2
600184,2009,51.07,131,57,2,46.72,8,6,5,3
600185,2009,5.05,4,29,3,23.39,20,10,8,7
600186,2009,32.23,-95,-95,-95,-95,3,0,3,1
600187,2009,70.2,2,70,2,70.2054,9,1,8,3
600188,2009,87.85,6,70,4,87.85,6,0,3,4
600189,2009,47.77,6,47,-95,-95,6,1,6,2
600190,2009,61.24,7,51,9,61.21,14,9,9,3
600191,2009,54.77,6,54,-95,-95,6,0,3,2
600192,2009,49.18,3,49,3,49.19,9,6,7,4
600193,2009,41.08,218,46,5,38.23,8,3,4,4
600195,2009,58.49,9,58,7,58.51,7,3,4,3
600196,2009,61.6073,25,49,33,49.6108,25,21,4,5
600197,2009,54.57,5,54,6,53.17,9,8,4,4
600198,2009,40.21,16,36,880,53.56,13,8,4,7
600199,2009,34.2,5,34,-95,-95,8,6,4,2
600200,2009,25.82,5,23,6,23.35,8,2,4,4
600201,2009,20.23,158,16,-95,-95,8,5,5,2
600202,2009,45.43,6,39,6,39.06,15,10,8,5
600203,2009,47.08,20,0,1,38.76,13,8,8,3
600206,2009,39.71,-95,-95,-95,-95,16,5,5,1
600207,2009,41.87,3,38,4,38.32,8,5,5,3
600208,2009,76.8,472,78,2,76.8,21,14,6,7
600209,2009,35.54,5,35,-95,-95,6,6,3,2
600210,2009,29.92,-95,-95,-95,-95,8,5,4,1
600211,2009,44.47,10,48,3,42.18,9,1,2,4
600212,2009,19.54,2,21,3,19.2,9,1,6,3
600213,2009,59.34,8,58,-95,-95,6,3,4,2
600215,2009,21.91,2,21,2,21.88,10,0,8,4
600216,2009,46.33,5,44,-95,-95,6,3,6,2
600217,2009,37.44,4,33,-95,-95,8,4,5,2
600218,2009,46.72,6,46,-95,-95,7,4,2,2
600219,2009,62.35,130,63,613,64.21,11,0,4,5
600220,2009,36,2,0,-95,-95,9,0,4,2
600221,2009,48.62,3,0,206,50.1,13,13,5,6
600222,2009,54.75,-95,-95,-95,-95,6,0,4,1
600223,2009,66.53,9,69,15,69.18,16,0,6,4
600225,2009,9.73,9,39,11,3.51,14,6,7,5
600226,2009,39.32,-95,-95,-95,-95,7,2,4,1
600227,2009,41.77,161,39,4,36.87,9,7,5,5
600228,2009,45.441,3,42,5,41.25,8,3,6,3
600229,2009,46.25,23,48,30,43.92,10,0,8,5
600230,2009,57.52,-95,-95,-95,-95,4,0,4,1
600231,2009,53.79,6,53,7,54.99,10,4,4,3
600232,2009,46.87,1,46,-95,-95,10,0,6,2
600233,2009,43.31,-95,-95,-95,-95,4,1,4,1
600234,2009,44.25,6,34,-95,-95,6,4,5,2
600235,2009,53.51,-95,-95,-95,-95,9,5,4,1
600236,2009,62.53,170,70,-95,-95,10,7,6,2
600237,2009,26.22,-95,-95,-95,-95,7,4,4,1
600238,2009,13.35,-95,-95,-95,-95,13,12,4,1
600239,2009,39.42,3,52,5,52.44,15,14,5,5
600240,2009,47.2,3,42,3,42.55,22,16,4,7
600241,2009,58.66,2,57,93,63.75,10,8,3,3
600242,2009,18.75,394,22,2,18.75,10,7,5,3
600243,2009,46.18,-95,-95,-95,-95,4,3,3,1
600246,2009,60.03,4,61,3,55.54,12,7,2,6
600247,2009,40.91,6,9,5,9,15,15,5,3
600248,2009,64.44,4,64,3,60.71,9,2,3,3
600249,2009,27.27,7,26,-95,-95,11,0,4,2
600250,2009,42.2,10,38,11,36.46,9,4,5,3
600251,2009,55.45,2,32,13,52.38,6,2,5,3
600252,2009,23.05,3,27,93,36.25,10,7,7,6
600253,2009,50.69,2,50,2,49.98,10,0,7,5
600255,2009,36.58,4,35,13,35.34,5,1,5,3
600256,2009,57.23,8,57,149,59.54,11,5,6,4
600257,2009,22.73,8,22,3,22.59,7,4,3,3
600258,2009,61.41,136,65,183,65.95,8,3,5,5
600259,2009,59.66,4,61,-95,-95,7,2,4,2
600260,2009,34.57,-95,-95,-95,-95,6,0,3,1
600261,2009,56.154,-95,-95,-95,-95,9,8,4,1
600262,2009,61.18,7,61,5,61.18,8,1,3,4
600263,2009,61.19,3,61,10,62.76,9,1,6,3
600265,2009,55.08,-95,-95,-95,-95,25,22,8,1
600266,2009,51.9,4,52,6,50.48,15,8,6,4
600267,2009,57.18,2,57,3,57.18,8,6,5,3
600268,2009,58.2,5,58,6,58.181,7,2,4,3
600269,2009,52.71,5,52,15,52.41,9,3,6,3
600270,2009,63.504,3,66,-95,-95,11,4,5,2
600271,2009,75.17,24,62,-95,-95,9,6,6,2
600272,2009,32.6205,34,29,-95,-95,10,6,5,2
600273,2009,59.07,4,61,-95,-95,6,0,3,2
600275,2009,35.11,503,44,-95,-95,7,3,5,2
600276,2009,53.46,-95,-95,-95,-95,4,3,4,1
600277,2009,85.51,1,85,1,85.23,8,0,4,3
600278,2009,65.8,32,65,-95,-95,9,4,5,2
600279,2009,45.4,4,45,307,50.35,15,9,4,3
600280,2009,47.31,5,52,-95,-95,8,1,4,2
600281,2009,51.49,4,51,4,51.49,7,3,4,3
600282,2009,65.2,156,71,-95,-95,6,0,4,2
600283,2009,50.91,5,50,-95,-95,4,1,4,2
600284,2009,33.931,20,34,-95,-95,6,4,4,2
600285,2009,13.71,-95,-95,-95,-95,4,2,3,1
600287,2009,50.55,60,55,8,50.48,8,5,4,3
600288,2009,41.78,3,46,2,34.55,9,4,5,6
600289,2009,48.57,113,13,-95,-95,11,10,4,2
600290,2009,50.16,3,45,-95,-95,8,7,5,2
600291,2009,38.608,4,38,5,38.63,11,6,5,3
600292,2009,46.32,5,46,-95,-95,8,5,4,2
600293,2009,41.71,8,37,-95,-95,3,0,3,2
600295,2009,41.32,17,41,38,43.75,12,5,6,8
600297,2009,62.45,2,62,-95,-95,5,1,4,2
600298,2009,47.38,22,51,-95,-95,6,2,3,2
600299,2009,55.11,3,54,-95,-95,7,5,4,2
600300,2009,57.26,3,57,3,57.26,8,0,6,4
600301,2009,55.23,3,53,4,52.27,7,2,4,5
600302,2009,48.12,3,47,-95,-95,8,5,4,2
600303,2009,21.05,1,21,-95,-95,8,5,6,2
600305,2009,52.91,-95,-95,-95,-95,11,4,4,1
600306,2009,25.14,4,25,6,50.21,7,5,4,4
600307,2009,61.96,103,69,3,84.59,8,0,6,3
600308,2009,41.4,9,41,118,35.42,11,6,7,3
600309,2009,53.92,5,52,10,52.9,7,5,4,3
600310,2009,61.818,4,61,155,67.07,9,5,6,4
600311,2009,22.62,-95,-95,-95,-95,5,3,3,1
600312,2009,47.05,3,42,3,41.17,13,9,4,3
600313,2009,56.26,127,61,2,56.26,9,1,5,5
600315,2009,45.57,24,40,-95,-95,7,2,6,2
600316,2009,56.91,5,56,78,68.95,9,6,3,3
600317,2009,59.76,3,59,5,62.75,5,3,2,4
600318,2009,49.37,-95,-95,-95,-95,5,0,4,1
600319,2009,58.18,3,58,3,58.17,7,0,4,4
600320,2009,49.255,148,48,-95,-95,9,4,4,2
600321,2009,39.69,6,39,-95,-95,5,0,5,2
600322,2009,29.14,1,25,-95,-95,7,4,4,2
600323,2009,34.47,14,36,-95,-95,9,1,4,2
600325,2009,32.8,5,24,-95,-95,29,26,2,2
600326,2009,38.55,-95,-95,-95,-95,7,4,6,1
600327,2009,48.08,5,48,-95,-95,5,3,4,2
600328,2009,49.91,4,49,4,49.93,9,4,5,4
600329,2009,48.83,5,49,-95,-95,12,11,4,2
600330,2009,34.39,10,26,11,25.36,7,2,4,3
600331,2009,41.2,14,51,10,41.22,15,7,6,6
600332,2009,58.74,-95,-95,-95,-95,5,1,4,1
600333,2009,53.07,-95,-95,-95,-95,9,0,4,1
600335,2009,51.02,3,51,288,53.17,8,4,6,3
600336,2009,59.16,2,58,2,55.53,7,6,3,3
600337,2009,51.24,4,51,4,51.26,8,7,4,3
600338,2009,49.92,3,55,-95,-95,9,8,4,2
600339,2009,41.05,3,39,-95,-95,5,2,5,2
600340,2009,28.1,5,35,227,48.82,13,7,6,5
600343,2009,53.13,55,54,-95,-95,5,1,4,2
600345,2009,53.02,5,53,-95,-95,8,2,6,2
600346,2009,48.77,2,48,2,47.66,8,3,4,4
600348,2009,58.66,5,62,4,58.65,9,4,7,4
600350,2009,80.2,3,80,-95,-95,6,5,5,2
600351,2009,47.21,-95,-95,-95,-95,4,0,4,1
600352,2009,37.96,19,35,240,35.39,16,15,4,6
600353,2009,45.62,2,45,204,57.18,7,0,5,3
600354,2009,33.42,25,53,-95,-95,5,0,5,2
600355,2009,41.94,3,40,-95,-95,6,3,6,2
600356,2009,53.91,-95,-95,-95,-95,5,1,4,1
600358,2009,40.87,134,41,5,39.01,8,4,5,3
600359,2009,50.82,4,50,3,50.8,8,7,6,4
600360,2009,25.86,1,25,-95,-95,8,0,5,2
600361,2009,42.55,3,41,4,41.22,11,0,5,3
600362,2009,51.44,3,47,-95,-95,8,6,3,2
600363,2009,35.84,-95,-95,-95,-95,7,3,4,1
600365,2009,31.18,2,31,199,28.48,10,5,4,3
600366,2009,57.36,7,42,-95,-95,8,6,5,2
600367,2009,52.45,-95,-95,-95,-95,4,3,4,1
600368,2009,63.83,3,54,3,54.86,12,7,7,5
600369,2009,63.2,5,63,3,62.02,10,5,4,5
600370,2009,50.33,3,50,-95,-95,5,0,5,2
600371,2009,62.94,3,61,1,61.2,6,5,6,3
600372,2009,61.4,7,67,-95,-95,8,4,5,2
600373,2009,30.8,3,44,3,43.63,7,3,3,5
600375,2009,40.11,3,36,4,40.11,7,4,5,3
600376,2009,83.13,4,83,41,83.75,18,2,7,5
600377,2009,77.7924,6,78,7,72.33,11,0,8,3
600378,2009,45.9,4,45,4,45.95,12,9,8,3
600379,2009,53.14,4,45,-95,-95,8,0,4,2
600380,2009,64.57,185,65,2,64.57,12,0,5,3
600381,2009,48.29,506,47,7,40.96,10,6,5,3
600382,2009,28.91,3,27,4,26.61,17,11,14,5
600383,2009,57.19,150,45,12,13.98,34,0,3,3
600385,2009,18.73,2,18,-95,-95,9,8,3,2
600386,2009,73.29,-95,-95,-95,-95,6,0,4,1
600387,2009,31.87,47,33,26,31.8,10,4,5,3
600388,2009,34.63,5,27,6,27.42,8,2,5,3
600389,2009,59.23,12,58,11,57.88,9,4,7,3
600390,2009,41.96,1,41,-95,-95,9,6,4,2
600391,2009,53.6,2,52,-95,-95,8,5,4,2
600392,2009,34.46,-95,-95,-95,-95,6,2,5,1
600393,2009,55.87,5,56,5,50.69,15,7,5,4
600395,2009,76.65,-95,-95,-95,-95,6,0,3,1
600396,2009,29.8,3,38,4,38.9,7,5,5,3
600397,2009,50.69,5,50,5,50.65,8,4,8,3
600398,2009,23.55,3,23,2,0.67,5,0,4,3
600399,2009,58.1,3,58,36,61.11,9,6,4,4
600400,2009,47.85,-95,-95,-95,-95,8,0,5,1
600401,2009,35.08,3,35,-95,-95,7,0,5,2
600403,2009,31.47,4,31,3,27.18,8,6,4,4
600405,2009,37.58,-95,-95,-95,-95,7,0,5,1
600406,2009,52.43,8,57,6,49.53,10,5,7,5
600408,2009,41.18,10,43,17,35.43,10,8,4,4
600409,2009,51.77,4,51,5,54.48,9,3,5,3
600410,2009,45.87,6,53,6,53.94,12,0,5,4
600415,2009,69.52,92,67,36,61.55,9,5,6,3
600416,2009,43.33,300,49,5,44.23,11,4,6,4
600418,2009,47.33,76,47,6,45.88,7,1,5,3
600419,2009,44.5,5,43,-95,-95,10,8,5,2
600420,2009,49.2246,28,49,26,47.7757,11,8,7,3
600421,2009,28.19,2,32,2,32.49,11,3,6,5
600422,2009,47.73,4,47,5,47.81,8,3,6,3
600423,2009,38.93,-95,-95,-95,-95,10,4,2,1
600425,2009,41.9,4,41,58,42.81,6,3,2,4
600426,2009,39.47,69,58,-95,-95,6,2,4,2
600428,2009,52.64,6,52,5,51.12,8,4,7,3
600429,2009,55.97,1652,61,27,55.45,23,17,5,4
600432,2009,62.17,4,58,4,58.77,13,0,6,3
600433,2009,50.5,110,56,-95,-95,7,4,4,2
600435,2009,72.61,4,57,2,57.32,20,14,8,6
600436,2009,59.66,3,59,4,59.67,5,0,5,3
600438,2009,60.02,-95,-95,-95,-95,4,2,4,1
600439,2009,39.36,3,42,3,39.81,10,7,6,3
600444,2009,31.7,4,35,-95,-95,6,4,4,2
600446,2009,47.76,4,47,4,47.62,7,6,4,3
600448,2009,46.85,4,46,-95,-95,4,2,4,2
600449,2009,36.97,5,37,6,38.66,8,3,4,5
600452,2009,53.09,4,53,3,52.1,10,7,6,3
600455,2009,31.49,109,50,-95,-95,6,3,5,2
600456,2009,54.57,7,53,-95,-95,6,0,5,2
600458,2009,45.65,149,51,15,45.31,7,3,5,4
600459,2009,42.58,56,46,-95,-95,10,6,4,2
600460,2009,58.61,8,58,-95,-95,8,3,5,2
600461,2009,53.29,6,53,4,53.3,9,7,5,3
600462,2009,54.68,9,55,7,46.54,8,7,3,3
600463,2009,58.55,3,58,2,58.26,10,-95,5,4
600466,2009,29.97,1,29,-95,-95,6,2,6,2
600467,2009,47.34,-95,-95,-95,-95,5,0,4,1
600468,2009,62.86,4,62,4,64.65,13,6,8,4
600469,2009,48.99,3,51,-95,-95,7,5,4,2
600470,2009,36.8,92,37,-95,-95,6,4,5,2
600475,2009,46.18,-95,-95,-95,-95,6,2,4,1
600476,2009,37.25,-95,-95,-95,-95,4,2,4,1
600477,2009,52.65,-95,-95,-95,-95,18,17,4,1
600478,2009,34.74,5,34,4,32.77,15,10,5,5
600479,2009,39.46,10,39,-95,-95,7,5,4,2
600480,2009,51.15,-95,-95,-95,-95,6,5,4,1
600481,2009,60.44,41,60,40,61.67,12,11,3,5
600482,2009,52.61,52,36,-95,-95,6,3,4,2
600483,2009,46.84,-95,-95,-95,-95,6,0,5,1
600485,2009,34.57,3,40,21,47.63,8,3,6,4
600486,2009,54.79,62,56,5,45.76,7,4,6,3
600487,2009,37.75,7,37,2,32.93,9,0,4,3
600488,2009,47.3,3,47,4,47.54,8,7,4,4
600489,2009,54.37,2,54,5,55.7907,8,2,3,3
600490,2009,39.0135,11,38,22,34.6789,12,5,6,6
600491,2009,45.385,15,45,-95,-95,9,6,4,2
600493,2009,55.32,3,54,-95,-95,7,4,4,2
600495,2009,42.32,3,31,8,43.48,6,3,4,3
600496,2009,39.5,118,53,3,39.49,13,10,6,5
600497,2009,53.98,257,54,6,53.46,12,8,7,3
600498,2009,62.71,170,67,156,63.11,7,3,3,3
600499,2009,30.14,9,29,8,28.05,15,1,8,3
600500,2009,52.31,3,52,4,55.37,9,5,4,3
600501,2009,51.44,7,49,-95,-95,5,0,3,2
600502,2009,28.14,89,28,72,40.77,11,8,4,3
600503,2009,75.72,48,79,-95,-95,6,4,5,2
600505,2009,50.04,13,47,-95,-95,12,7,6,2
600506,2009,25.22,-95,-95,-95,-95,6,5,4,2
600507,2009,68.48,3,68,3,68.5,10,7,4,5
600508,2009,64.1564,15,63,-95,-95,6,1,5,2
600509,2009,47.86,5,47,4,47.63,7,6,6,3
600510,2009,71.7,16,71,-95,-95,6,2,4,2
600511,2009,45.06,1,44,-95,-95,4,1,4,2
600512,2009,33,93,33,23,31.82,12,10,5,5
600513,2009,39.62,-95,-95,-95,-95,4,3,4,1
600515,2009,23.61,1,23,6,24.19,8,1,4,4
600516,2009,60.43,3,53,7,57.27,13,11,7,4
600517,2009,46.171,-95,-95,-95,-95,6,4,4,1
600518,2009,42.79,6,38,8,38.67,11,5,5,3
600519,2009,66.62,-95,-95,-95,-95,4,1,4,1
600520,2009,40.6,2,42,2,40.69,10,4,7,3
600521,2009,63.24,8,30,-95,-95,6,4,5,2
600522,2009,41.16,145,53,4,38.89,10,9,5,3
600523,2009,58.07,71,58,-95,-95,7,2,5,2
600525,2009,54.88,6,54,8,54.77,16,9,4,4
600526,2009,40.8,2,40,-95,-95,6,3,4,2
