股票代码,年度,CR_5指数,CR_10指数,Z指数,Herfindahl_5指数,Herfindahl_10指数
22,2006,0.651341,0.700591,24.51088949,0.332218855,0.332714074
23,2006,0.572487,0.580573,1.497367151,0.165326995,0.165340205
24,2006,0.446221,0.524311,2.348954379,0.071064717,0.072288825
25,2006,0.667553,0.672902,445.9259259,0.438516034,0.438521767
26,2006,0.62468,0.633972,12.57896511,0.275913067,0.275930672
27,2006,0.551237,0.575582,20.7083213,0.252755373,0.252879534
28,2006,0.551194,0.579216,4.787904735,0.162400879,0.162566105
29,2006,0.668927,0.672598,599.7312895,0.442364379,0.44236708
30,2006,0.724434,0.731615,36.24930355,0.441354706,0.441365291
31,2006,0.583279,0.598911,14.83219802,0.256990229,0.257041125
32,2006,0.521328,0.52855,11.38939454,0.213927041,0.213937563
33,2006,0.550618,0.554599,2,0.072933107,0.072936286
34,2006,0.706893,0.71532,3.997491144,0.251245635,0.251259963
35,2006,0.631977,0.643758,1.084320865,0.157558287,0.157586413
36,2006,0.326791,0.332616,65.21424097,0.097594482,0.097601329
37,2006,0.679315,0.697478,1.418542873,0.102543875,0.102619993
38,2006,0.75931,0.769121,1.524329378,0.152506949,0.152526555
39,2006,0.427821,0.474947,-97,0.057682019,0.058145388
40,2006,0.274337,0.297808,1.115516865,0.027788458,0.027906949
42,2006,0.665105,0.690882,1.590309406,0.137398486,0.137531568
43,2006,0.538038,0.5445,2.72316511,0.106227654,0.106236078
45,2006,0.616941,0.623954,185.8826593,0.368137787,0.368147758
46,2006,0.753444,0.775358,6.52895142,0.382539917,0.382646487
48,2006,0.537435,0.544101,1.424787563,0.106332164,0.106341146
49,2006,0.590899,0.59757,12.25400236,0.283345843,0.28335479
50,2006,0.657519,0.680006,4.699519488,0.289523356,0.289625825
55,2006,0.372557,0.389437,1.273566471,0.049931018,0.049989685
56,2006,0.380073,0.414802,1.031532583,0.041341988,0.041617368
58,2006,0.490097,0.495987,1.826287536,0.119062746,0.119069709
59,2006,0.643622,0.64798,19.53080738,0.364094726,0.364098565
60,2006,0.433181,0.456935,7.008620308,0.104076763,0.104194097
61,2006,0.384254,0.46808,3.385117242,0.059751153,0.06115979
62,2006,0.49245,0.519018,50.84862233,0.211431354,0.211575113
63,2006,0.587239,0.630775,2.248506413,0.168381629,0.168778005
65,2006,0.662969,0.67427,8.147649594,0.34205543,0.342081069
66,2006,0.486053,0.490305,130.6780541,0.228648009,0.228651633
68,2006,0.731521,0.737603,1.248878074,0.144846989,0.144854767
69,2006,0.61715,0.664555,35.64562209,0.313284529,0.313737255
70,2006,0.6136,0.61738,7.745716222,0.246854148,0.246857008
78,2006,0.370989,0.379601,31.6656535,0.118409519,0.118424603
88,2006,0.706672,0.718915,54.12509038,0.454161718,0.454192952
89,2006,0.589614,0.610776,28.08884776,0.299015449,0.299106283
90,2006,0.416678,0.433847,11.08884188,0.101565333,0.101624833
96,2006,0.684397,0.689938,1.703075472,0.179770625,0.179776939
99,2006,0.542905,0.554203,10.39620665,0.220111133,0.220139909
100,2006,0.357558,0.363023,1.672113006,0.030363865,0.030369915
150,2006,0.596182,0.608476,1.793046794,0.123332851,0.123364817
151,2006,0.52909,0.534304,51.50124146,0.248101289,0.248106742
153,2006,0.466859,0.478067,1.232301883,0.055087168,0.055112389
155,2006,0.639259,0.643016,480.2526475,0.403095285,0.403098128
156,2006,0.559507,0.573417,2.547674111,0.116295146,0.116334255
157,2006,0.606854,0.650667,3.146432759,0.1940251,0.194410176
158,2006,0.636874,0.644208,33.61409242,0.344470058,0.344481668
159,2006,0.496657,0.504446,26.16854655,0.201155213,0.201167476
301,2006,0.442198,0.454082,26.39728067,0.166595004,0.166623849
400,2006,0.363854,0.392074,13.99110452,0.092222425,0.092388852
401,2006,0.585855,0.625968,23.26050198,0.279979793,0.280305658
402,2006,0.401816,0.465541,6.656450463,0.087339717,0.08816016
403,2006,0.48504,0.498288,8.419000707,0.148598277,0.148634514
404,2006,0.522087,0.531681,1.789607688,0.140246358,0.140264845
407,2006,0.305331,0.313887,1.165208989,0.035900755,0.035915463
408,2006,0.531857,0.549078,1.654824755,0.086035876,0.086097672
409,2006,0.366554,0.37819,4.160484445,0.070833363,0.070860599
410,2006,0.500769,0.565394,15.88213376,0.176260244,0.177102548
411,2006,0.553117,0.560006,1.956611179,0.080733977,0.080743605
413,2006,0.575902,0.584221,56.40036806,0.304493187,0.304507174
415,2006,0.473172,0.47903,1.06806715,0.101925801,0.101932783
416,2006,0.291155,0.303879,7.152963186,0.052352228,0.052385335
417,2006,0.482283,0.50484,1.392962084,0.087233142,0.087336876
418,2006,0.39118,0.402244,3.257662943,0.061905053,0.061931105
419,2006,0.544691,0.560383,11.2242484,0.190659098,0.190710281
420,2006,0.283346,0.293278,14.73521231,0.057395776,0.057417473
421,2006,0.478066,0.492991,4.193918762,0.125795003,0.12584114
422,2006,0.252263,0.269519,4.15831966,0.027985072,0.028045866
423,2006,0.427584,0.500064,7.669928803,0.092256637,0.093329369
425,2006,0.399063,0.405987,4.597061137,0.080596249,0.080606123
426,2006,0.563475,0.572512,14.81702369,0.248303578,0.248320235
428,2006,0.571198,0.599158,18.97973721,0.265501629,0.265658728
429,2006,0.477568,0.491316,7.491323672,0.153471019,0.153511508
430,2006,0.528332,0.536782,3.7000108,0.1086378,0.108652121
488,2006,0.303207,0.338348,9.543633479,0.059000665,0.05924919
498,2006,0.408593,0.416555,19.75563629,0.137258484,0.137271789
501,2006,0.476024,0.509457,1.365069116,0.067594373,0.067844552
502,2006,0.50762,0.513942,1.644991008,0.101116917,0.101124955
503,2006,0.366306,0.371122,5.320372937,0.061383745,0.061388431
504,2006,0.575111,0.580668,1.079966394,0.12429049,0.124296696
505,2006,0.371182,0.37874,6.352645848,0.067732653,0.067744087
506,2006,0.302198,0.318792,3.000016607,0.037743537,0.037800114
507,2006,0.277216,0.289256,2.189234601,0.027909774,0.027940014
509,2006,0.374379,0.387708,2.820328542,0.058733818,0.058770105
510,2006,0.230163,0.240764,1.079608013,0.017563012,0.017585874
511,2006,0.255796,0.265403,7.506286915,0.04384105,0.043859771
513,2006,0.376162,0.427502,2.524060847,0.052205539,0.052860755
514,2006,0.635232,0.648305,11.18192704,0.277171354,0.277205814
515,2006,0.504043,0.513823,1.081940092,0.119478772,0.119498468
516,2006,0.48353,0.489755,1.074261898,0.080095431,0.080103183
517,2006,0.376784,0.385281,6.419628785,0.077584663,0.07759918
518,2006,0.205605,0.213211,4.015468901,0.017623715,0.017635449
519,2006,0.375775,0.38159,1.514632539,0.059283938,0.059290739
520,2006,0.295419,0.301619,32.98838757,0.074523274,0.074531169
521,2006,0.318987,0.335585,52.8741581,0.089100358,0.089155499
522,2006,0.497841,0.510784,3.950001117,0.134152969,0.134186706
523,2006,0.472296,0.484049,77.79568419,0.206429275,0.206456948
524,2006,0.527292,0.535855,2.590956587,0.15899163,0.15900635
525,2006,0.363397,0.39439,16.92377536,0.092141222,0.09233454
526,2006,0.412259,0.424319,1.084640263,0.038019892,0.038049052
527,2006,0.595172,0.626552,11.31391014,0.22285268,0.223056478
528,2006,0.518658,0.578099,18.7995339,0.198283164,0.198992672
529,2006,0.398819,0.409825,10.5712098,0.090726261,0.090750581
530,2006,0.358092,0.388676,2.19578,0.058788753,0.058982796
531,2006,0.582743,0.597791,1.925105963,0.145488519,0.145537819
532,2006,0.310816,0.317614,1.509894197,0.03486295,0.034872319
533,2006,0.543696,0.552996,1.116557934,0.113904348,0.113921747
534,2006,0.445844,0.45152,3.103343864,0.068169941,0.068176395
536,2006,0.436572,0.457193,13.02671687,0.133418896,0.133510706
537,2006,0.411195,0.447114,1.393495528,0.062437884,0.062707285
538,2006,0.645554,0.699333,3.369455375,0.229297197,0.229879668
539,2006,0.557374,0.592442,15.18759222,0.216923625,0.217174421
540,2006,0.526205,0.539012,3.034042131,0.127732822,0.127765839
541,2006,0.294239,0.326265,1.282849062,0.030273093,0.030482167
543,2006,0.690041,0.69287,8.858685942,0.303812399,0.303814019
544,2006,0.638067,0.645698,1.35719988,0.182685392,0.182697241
545,2006,0.405404,0.415051,1.901944701,0.083144757,0.083163707
546,2006,0.368525,0.379884,5.343616201,0.066257992,0.066283844
547,2006,0.329381,0.337347,1.669130744,0.054176719,0.054189578
548,2006,0.358201,0.376563,13.76629275,0.092734439,0.092803571
549,2006,0.457293,0.507378,3.538824566,0.088645689,0.089156718
550,2006,0.768188,0.796614,1.367663333,0.259636908,0.259801014
551,2006,0.441643,0.45108,5.514088886,0.117953529,0.117971497
552,2006,0.574407,0.58246,12.76134876,0.221813454,0.221828333
553,2006,0.220022,0.230593,26.65961106,0.040707838,0.040730425
554,2006,0.410094,0.427189,46.09271839,0.149731313,0.149792273
555,2006,0.419968,0.430274,3.270572637,0.058629914,0.058651225
557,2006,0.250747,0.258535,1.710463238,0.015795531,0.015807763
558,2006,0.365405,0.381766,8.113555754,0.081295496,0.081349281
559,2006,0.680233,0.690347,23.32045993,0.37414431,0.374164908
560,2006,0.429151,0.459334,11.97490468,0.12119251,0.121376063
561,2006,0.365949,0.37489,6.358266882,0.092228226,0.092244263
562,2006,0.758224,0.765324,14.85718742,0.447289309,0.447299433
563,2006,0.499035,0.503983,14.86111572,0.201686935,0.201691888
564,2006,0.2272,0.238661,10.89025915,0.037140889,0.037167757
565,2006,0.46298,0.485835,15.6203122,0.16526234,0.165372206
566,2006,0.401995,0.412441,2.187547726,0.054297799,0.054320299
567,2006,0.388074,0.406163,2.465107968,0.055947385,0.056013117
568,2006,0.647059,0.68913,31.98558272,0.341475109,0.341833751
569,2006,0.644322,0.648397,13.89005358,0.28849654,0.288499904
570,2006,0.341997,0.348505,22.06951271,0.099061225,0.099069832
571,2006,0.329034,0.339686,1.367930685,0.027382881,0.027405737
572,2006,0.776429,0.781437,3.230269038,0.366564913,0.366569931
573,2006,0.230883,0.239438,2.812174473,0.0227349,0.022749616
576,2006,0.287559,0.291747,6.169561158,0.041644438,0.041647959
578,2006,0.578257,0.590799,1.686575732,0.123962326,0.123993838
581,2006,0.284647,0.331253,6.203375189,0.042504444,0.042942734
582,2006,0.693658,0.69953,1.143068,0.167107449,0.16711443
583,2006,0.392115,0.400569,14.77961444,0.122896856,0.122911263
584,2006,0.386355,0.396294,7.315996194,0.092566522,0.092586456
585,2006,0.643248,0.645155,1.231189295,0.149591955,0.149592696
586,2006,0.387606,0.412332,3.927622686,0.055264159,0.055438131
587,2006,0.554287,0.577001,4.752646653,0.176687117,0.176792794
589,2006,0.366396,0.374653,23.57597173,0.111615895,0.111629937
590,2006,0.437693,0.444726,1.04151767,0.056541698,0.05655164
591,2006,0.66053,0.667181,246.7931818,0.424517378,0.424526342
592,2006,0.425605,0.43105,1.7290109,0.057472703,0.057478654
593,2006,0.442194,0.455608,1.565968909,0.076764143,0.076801583
594,2006,0.549162,0.55264,1.27806059,0.13449666,0.134499082
595,2006,0.499994,0.509771,1.759609051,0.087337193,0.087356574
596,2006,0.668257,0.679395,25.3580347,0.392012278,0.392037206
597,2006,0.492493,0.499746,57.89399293,0.225850881,0.225861512
598,2006,0.307177,0.322557,20.53256008,0.073718878,0.07376665
599,2006,0.270148,0.282016,9.095289869,0.055561894,0.055590174
600,2006,0.643544,0.680825,42.90072464,0.351169852,0.35147018
601,2006,0.213464,0.220508,3.460444168,0.015431918,0.015442366
602,2006,0.418837,0.433543,1.034509344,0.067739606,0.067783504
603,2006,0.539763,0.549937,1.581454484,0.087431442,0.087452235
605,2006,0.669862,0.680679,14.16662743,0.364150669,0.364174123
606,2006,0.43538,0.44574,1.620685062,0.057275905,0.057297437
607,2006,0.374616,0.384737,1.970230914,0.06968479,0.069705365
608,2006,0.339455,0.367271,1.38525312,0.02706171,0.027220597
609,2006,0.556534,0.569685,2.491503827,0.104170795,0.104206326
610,2006,0.542601,0.549032,2.118595756,0.128738047,0.128746378
611,2006,0.432014,0.438479,19.15599779,0.146729677,0.14673825
612,2006,0.477355,0.519783,2.633179883,0.098760463,0.099151359
613,2006,0.323537,0.336096,1.651665798,0.038364621,0.038396324
615,2006,0.398084,0.409285,1.326180418,0.070880373,0.070906012
616,2006,0.472791,0.509644,1.839066405,0.079616682,0.079894296
617,2006,0.747478,0.773767,39.98487845,0.473568904,0.473711034
619,2006,0.509543,0.554666,3.400008482,0.115241948,0.11566299
620,2006,0.492471,0.50658,2.896841408,0.09227724,0.092317189
622,2006,0.449026,0.459264,2.989335961,0.085468243,0.085489299
623,2006,0.42565,0.489747,4.61650389,0.07289691,0.073758147
625,2006,0.533153,0.567857,15.7871131,0.209152416,0.209396628
626,2006,0.305703,0.312331,21.67294686,0.072811337,0.07282038
627,2006,0.477748,0.488386,1.199696654,0.074215967,0.074239189
628,2006,0.255618,0.262076,8.417238226,0.035227712,0.035236231
629,2006,0.588586,0.610077,19.98201682,0.284301281,0.284393982
630,2006,0.400365,0.413683,17.20499273,0.126676837,0.126713527
631,2006,0.534137,0.548887,2.641349215,0.156121749,0.156166553
632,2006,0.405773,0.413511,4.67628312,0.058652778,0.058664987
633,2006,0.522916,0.535081,2.638529725,0.072658599,0.072688272
635,2006,0.367116,0.380298,3.663991282,0.051434893,0.051470247
636,2006,0.363857,0.371212,3.365617472,0.051717847,0.051728734
637,2006,0.664614,0.678201,1.657610681,0.14808174,0.148126143
638,2006,0.439077,0.447472,132.6024134,0.183701201,0.183715428
639,2006,0.425658,0.445819,1.409814511,0.067362489,0.06744379
650,2006,0.689635,0.69912,96.74906367,0.451181471,0.451199671
651,2006,0.536771,0.597574,7.04648755,0.171775075,0.172534103
652,2006,0.419368,0.434653,19.5779482,0.134054486,0.134103931
655,2006,0.584754,0.594768,13.85889444,0.225508649,0.225528779
656,2006,0.569999,0.581001,1.299161938,0.095609689,0.095634143
657,2006,0.456171,0.504043,2.066377527,0.073642441,0.074125094
659,2006,0.373627,0.384437,42.08654194,0.121752138,0.121775626
661,2006,0.432363,0.458854,9.609435271,0.122073006,0.122222519
662,2006,0.360791,0.37452,1.59215735,0.037001728,0.037040414
663,2006,0.521552,0.546233,3.481770012,0.115546026,0.115671653
665,2006,0.527581,0.537098,1.731557846,0.080757773,0.080776984
666,2006,0.641111,0.64423,1.143365578,0.201995729,0.201997681
667,2006,0.555201,0.561437,1.275689308,0.079635473,0.079643271
668,2006,0.628876,0.636096,3.848260942,0.229088858,0.229099294
669,2006,0.555886,0.573487,1.27933644,0.08514338,0.085210339
670,2006,0.447077,0.460942,2.763613164,0.082082036,0.082120971
671,2006,0.639666,0.649294,1.560691301,0.14591494,0.145933502
672,2006,0.55018,0.576835,1.114055339,0.123048025,0.12319107
673,2006,0.722899,0.728979,65.25672552,0.498399601,0.49840732
676,2006,0.585911,0.591347,15.22879654,0.252972989,0.252978927
677,2006,0.556915,0.563952,1.001344394,0.080991415,0.081001477
678,2006,0.33896,0.346871,10.05340885,0.07982042,0.079833095
679,2006,0.435787,0.443534,97.51487889,0.17874253,0.178755129
680,2006,0.316967,0.383837,4.439930746,0.04765696,0.048558933
681,2006,0.57724,0.584831,1.878894151,0.087883463,0.087895158
682,2006,0.255412,0.263451,38.94627967,0.059037563,0.059050572
683,2006,0.550276,0.559001,1.036581179,0.103673308,0.10368882
685,2006,0.360561,0.376578,6.786630585,0.070895882,0.070948137
686,2006,-97,-97,-97,-97,-97
687,2006,0.598101,0.608354,81.47347741,0.337160165,0.337181564
688,2006,0.428804,0.436413,2.44626823,0.060067889,0.0600795
690,2006,0.540456,0.55952,3.989100644,0.152722266,0.152799118
691,2006,0.308249,0.326883,1.201946423,0.02694826,0.027018662
692,2006,0.425901,0.433217,30.80119834,0.161009119,0.161019988
693,2006,0.471532,0.479816,1.379549283,0.064178289,0.064192143
695,2006,0.443741,0.449916,14.01977119,0.144740888,0.144748534
697,2006,0.461094,0.467053,1.776427704,0.11038125,0.110388361
698,2006,0.479176,0.487581,6.735383548,0.115009966,0.115024877
699,2006,0.507737,0.516218,1.730943804,0.092242197,0.09225659
700,2006,0.412447,0.422263,122.0839671,0.161065222,0.161084835
701,2006,0.305917,0.313907,19.65142857,0.079759738,0.079772808
702,2006,0.371555,0.381686,7.248493442,0.096091582,0.096112629
703,2006,0.350487,0.363577,3.948229757,0.05422116,0.054255543
705,2006,0.309461,0.353443,4.895599261,0.053381111,0.053768672
707,2006,0.32238,0.337835,7.164617366,0.061920618,0.061970426
708,2006,0.615742,0.620199,1.063191893,0.169565536,0.169569509
709,2006,0.617992,0.670578,15.99593165,0.264215573,0.264772733
710,2006,0.61516,0.627605,89.79561166,0.357090927,0.357122249
711,2006,0.362781,0.386601,5.741000992,0.073953227,0.074071561
712,2006,0.676401,0.685327,1.434424254,0.157994201,0.158010507
713,2006,0.38816,0.397866,128.7282646,0.142579868,0.142598798
715,2006,0.702925,0.728971,1.232763996,0.179658246,0.179794698
716,2006,0.33971,0.35254,4.441944655,0.051556936,0.051589945
717,2006,0.522733,0.545447,10.64878889,0.20593509,0.206041096
718,2006,0.524207,0.534996,64.13478539,0.250718541,0.250742769
719,2006,0.631606,0.645828,1.035357143,0.165013764,0.165054944
720,2006,0.266517,0.271387,2.463598071,0.040049811,0.040054632
721,2006,0.565219,0.593369,3.935367674,0.111308369,0.111475741
722,2006,0.338306,0.347917,3.231785735,0.053608787,0.05362747
723,2006,0.501156,0.517403,1.825304238,0.115476082,0.115529042
725,2006,0.533183,0.552725,2.914978317,0.103638548,0.103715565
726,2006,0.398128,0.44244,1.007560275,0.044568662,0.04497122
727,2006,0.351796,0.366855,4.195067958,0.070596866,0.070643862
728,2006,-97,-97,-97,-97,-97
729,2006,0.631556,0.664498,11.32314036,0.295638143,0.295857241
731,2006,0.548697,0.565647,1.641286441,0.067891153,0.067951743
732,2006,0.387018,0.396732,1.120938356,0.037545508,0.037564616
733,2006,0.380148,0.388272,52.76807361,0.130637051,0.130651069
735,2006,0.191641,0.195964,3.281056988,0.012733951,0.012737834
736,2006,0.494182,0.51154,1.295055344,0.067686517,0.067746857
737,2006,0.382669,0.387308,5.145428,0.102117187,0.102121511
738,2006,0.554348,0.563463,72.13154722,0.290021254,0.290038019
739,2006,0.39865,0.41246,2.689865644,0.05720208,0.057240586
748,2006,0.386436,0.415209,1.850282382,0.054749026,0.054917256
750,2006,0.451836,0.464899,22.45228396,0.17138498,0.171419188
751,2006,0.476809,0.483181,20.83902886,0.187073019,0.187081761
752,2006,0.509232,0.51614,1.498961984,0.124967219,0.124976831
753,2006,0.408434,0.429061,1.105811348,0.051608659,0.051695116
755,2006,0.435961,0.447927,9.907077639,0.124212878,0.124243422
756,2006,0.733873,0.740253,1.133396195,0.228166269,0.228175046
757,2006,0.582924,0.592697,1.842740249,0.119434599,0.119453867
758,2006,0.455484,0.477758,4.289281396,0.118029317,0.118130338
759,2006,0.275361,0.376908,1.195397308,0.017272452,0.019346268
760,2006,0.456123,0.47074,1.167526781,0.07954503,0.079589345
761,2006,0.850483,0.866707,94.36600781,0.674545968,0.674600438
762,2006,0.437217,0.475616,1.843020833,0.049700486,0.050006427
766,2006,0.368129,0.374792,1.876512354,0.049689185,0.049698067
767,2006,0.657808,0.669179,1.325578504,0.206294185,0.206322888
768,2006,0.52882,0.572516,16.4759415,0.191338043,0.191748994
776,2006,-97,-97,-97,-97,-97
777,2006,0.544153,0.578539,1.399995932,0.116517993,0.116756987
778,2006,0.537618,0.553879,41.20876586,0.250555865,0.25061023
779,2006,0.206478,0.218974,3.538389559,0.022469113,0.022500388
780,2006,0.385255,0.406403,2.176791931,0.052316779,0.052406322
782,2006,0.381738,0.387664,4.090914607,0.049067452,0.049074506
783,2006,-97,-97,-97,-97,-97
785,2006,0.527295,0.535766,13.9991303,0.204848365,0.204862947
786,2006,0.528582,0.531581,367.1934128,0.274565676,0.27456749
787,2006,0.350137,0.357259,1.76703,0.04398623,0.043996394
788,2006,0.490811,0.50669,17.61583726,0.177072838,0.177127596
789,2006,0.604069,0.620272,77.54795439,0.334394245,0.334448089
790,2006,0.60647,0.620747,1.199999169,0.145128926,0.145170046
791,2006,0.456199,0.466162,98.43606849,0.196001793,0.196021928
792,2006,0.562184,0.605469,1.65487549,0.12974363,0.130122454
793,2006,0.442569,0.49077,1.503759399,0.048552936,0.049041313
795,2006,0.480615,0.488106,2.180767781,0.114312975,0.114324206
796,2006,0.248837,0.26722,5.298335467,0.032052886,0.032121221
797,2006,0.601325,0.613474,1.257331226,0.162495982,0.162525882
798,2006,0.597283,0.605282,1.245588784,0.123879641,0.123892645
799,2006,0.609801,0.626741,1.34137459,0.114306717,0.114364911
800,2006,0.575521,0.586807,26.93474723,0.28109913,0.281125339
801,2006,0.604095,0.617176,6.564069294,0.232724999,0.232759559
802,2006,0.574962,0.585722,1.834860441,0.171590569,0.171613789
803,2006,0.405782,0.422738,2.174217059,0.068721947,0.068780192
805,2006,0.515756,0.526725,2.725871084,0.103380209,0.103404316
806,2006,0.289853,0.301593,3.451703914,0.028880887,0.028909392
807,2006,0.589214,0.64752,19.74898194,0.265756145,0.266443222
809,2006,0.606684,0.618111,2.858686654,0.171600171,0.171626801
810,2006,0.613408,0.621053,6.034197136,0.267313657,0.267325352
811,2006,0.565784,0.603906,1.431980016,0.100918477,0.101217604
812,2006,0.276884,0.28201,4.536480804,0.030983935,0.030989251
813,2006,0.58847,0.59265,1.486624396,0.124514694,0.124518211
815,2006,0.392456,0.443049,6.991887478,0.074584463,0.075115985
816,2006,0.49437,0.499182,285.7106955,0.238983065,0.238987842
818,2006,0.656448,0.661312,19.6198853,0.371958009,0.371962751
819,2006,0.704861,0.718841,1.015637773,0.166621113,0.166660557
820,2006,0.416608,0.422811,8.493691842,0.092255602,0.092263365
821,2006,0.393368,0.408147,5.765898876,0.098064616,0.098109243
822,2006,0.531838,0.548578,29.18815062,0.241256863,0.241314041
823,2006,0.519625,0.53757,46.8627096,0.242146731,0.242212433
825,2006,0.768559,0.811722,29.50744645,0.498605185,0.498981274
826,2006,0.654466,0.700295,13.03528165,0.271624966,0.272124665
828,2006,0.747827,0.752725,1.482881236,0.252062644,0.252067447
829,2006,0.503636,0.565158,1.381665463,0.053911709,0.054748522
830,2006,0.587746,0.591347,8.898514334,0.18769772,0.187700493
831,2006,0.516713,0.557086,9.768545017,0.153175946,0.153520516
833,2006,0.477849,0.483385,9.858110801,0.158943427,0.158949733
835,2006,0.675,0.679777,1.792952916,0.116750593,0.116755175
836,2006,0.365216,0.374994,5.878549427,0.06385469,0.063873875
837,2006,0.394719,0.46394,5.674738639,0.075178234,0.076161306
838,2006,0.548677,0.559797,7.36277166,0.1501927,0.150218402
839,2006,0.494027,0.520025,16.23489723,0.174854395,0.174992733
848,2006,0.581657,0.705183,9.192546986,0.187272937,0.190368215
850,2006,0.475638,0.484628,137.0348494,0.215330648,0.215347067
851,2006,0.469675,0.475552,1.49459615,0.060907353,0.060914273
852,2006,0.792948,0.810881,29.31175988,0.56325636,0.563323221
856,2006,0.656754,0.670813,1.952866085,0.11794503,0.117984587
858,2006,0.696162,0.717513,5.102567837,0.326525165,0.326618969
859,2006,0.400755,0.408527,110.3757782,0.152182809,0.152194978
860,2006,0.613461,0.644017,28.96397636,0.323743855,0.323932163
861,2006,0.283754,0.293779,4.194509666,0.039560058,0.039580285
862,2006,0.329171,0.343838,9.676081627,0.079505621,0.07954969
863,2006,0.712432,0.723985,1.458335241,0.146220744,0.146247656
868,2006,0.452571,0.460701,1.081448549,0.082040551,0.082054362
869,2006,0.561015,0.606591,33.26074045,0.254831681,0.255258028
875,2006,0.226911,0.232959,21.24063771,0.03962306,0.039630496
876,2006,0.575634,0.587429,5.420002634,0.212755248,0.212783204
877,2006,0.433231,0.442368,1.464503594,0.070338569,0.070355353
878,2006,0.557452,0.565185,86.73338658,0.29485821,0.294870412
880,2006,0.538697,0.562998,1.494961786,0.135734786,0.135853893
881,2006,0.25549,0.295048,6.759053506,0.033401891,0.033749632
882,2006,0.720916,0.734391,1.229168039,0.153781379,0.153819977
883,2006,0.366709,0.37917,18.7776713,0.099027924,0.099059283
885,2006,0.636629,0.651243,1.030434783,0.172189688,0.172232969
886,2006,0.292753,0.295214,3.769989884,0.037709597,0.03771081
887,2006,0.684626,0.695831,101.8684371,0.44555962,0.445584916
888,2006,0.569799,0.637831,5.046713376,0.166215479,0.167147174
889,2006,0.296683,0.308296,1.841663867,0.031829988,0.031857335
890,2006,0.243176,0.251404,37.09854738,0.050597319,0.050610913
892,2006,0.663523,0.670204,1.065172368,0.122303944,0.122313486
893,2006,0.648768,0.653308,1.316138073,0.187122036,0.187126159
895,2006,0.665511,0.703766,1.4286,0.191489753,0.191783747
897,2006,0.506079,0.510283,1.751492912,0.087979213,0.087982823
898,2006,0.840872,0.861729,4.526591054,0.474457074,0.4745443
899,2006,0.598516,0.605403,1.717199526,0.182659646,0.18266957
900,2006,0.395394,0.419623,3.727549426,0.080343162,0.080460784
901,2006,0.510991,0.517388,1.510870959,0.060710261,0.060718745
902,2006,0.715169,0.723222,3.619109781,0.282434735,0.282448174
903,2006,0.515718,0.534146,25.16617005,0.224249888,0.224321973
905,2006,0.665674,0.668232,4.991027533,0.316085624,0.316086971
906,2006,0.733445,0.746226,1.468909415,0.208575618,0.208608769
908,2006,0.692759,0.703262,2.768228901,0.269525492,0.26954865
909,2006,0.591515,0.596371,119.6644683,0.337148949,0.33715371
910,2006,0.652842,0.675387,6.117283379,0.287116566,0.287219683
911,2006,0.540428,0.547111,47.05394416,0.271324054,0.271333085
912,2006,0.601258,0.60537,207.7496499,0.352060837,0.352064331
913,2006,0.641891,0.6489,2.158095893,0.209078539,0.20908934
915,2006,0.36792,0.375711,2.447806263,0.070118688,0.070130893
916,2006,0.65988,0.665373,1.134982461,0.143365323,0.143371824
917,2006,0.289345,0.306195,4.111197988,0.040860784,0.040922116
918,2006,0.647051,0.665053,1.231426073,0.126476482,0.126541696
919,2006,0.623671,0.639351,6.011910301,0.21408738,0.214136972
920,2006,0.441126,0.448888,92.69521739,0.181870745,0.181882851
921,2006,0.489923,0.563118,3.818621786,0.08282824,0.084167118
922,2006,0.581068,0.590662,45.52110578,0.302763282,0.30278177
923,2006,0.671999,0.684383,2.243041823,0.219658422,0.219689184
925,2006,0.646667,0.657688,1.213481783,0.114721124,0.114745723
926,2006,0.452717,0.481866,9.109024351,0.121058823,0.121264775
927,2006,0.825438,0.841972,1.500001571,0.329448997,0.329504368
928,2006,0.531044,0.548213,62.28911185,0.253069728,0.253128895
929,2006,0.406406,0.416746,1.700003194,0.062989733,0.063011782
930,2006,0.266783,0.277666,42.40223176,0.061105992,0.061130708
931,2006,0.431209,0.436374,3.885213333,0.093143501,0.093148871
932,2006,0.61602,0.627947,1.02727023,0.178773079,0.178802469
933,2006,0.548052,0.59788,2.109386511,0.09036961,0.090869553
935,2006,0.72165,0.743489,30.93631077,0.443078879,0.443175351
936,2006,0.471934,0.50277,19.49029865,0.169030336,0.169238975
937,2006,0.588231,0.59476,156.6274084,0.3331598,0.333168446
938,2006,0.531153,0.536126,2.088325707,0.131103941,0.131108924
939,2006,0.310124,0.319309,3.090143481,0.033982851,0.033999827
948,2006,0.624334,0.62825,2.202830369,0.196582203,0.196585288
949,2006,0.522479,0.530176,2.287258259,0.140152853,0.140164797
950,2006,0.591935,0.601429,27.66754332,0.288740652,0.288758757
951,2006,0.74151,0.795769,17.12012778,0.409660099,0.410271409
952,2006,0.318019,0.325181,2.47826417,0.033681356,0.033691663
953,2006,0.516121,0.522892,57.15158582,0.240405335,0.240414586
955,2006,0.547232,0.554283,1.193865126,0.079714718,0.079724675
957,2006,0.333557,0.342137,2.883115052,0.057105517,0.057120365
958,2006,0.360616,0.371311,59.31371528,0.116817119,0.116840065
959,2006,0.816846,0.818761,389,0.659096426,0.659097166
